Star_name,Injection_wavelength,Injected_peak_photons,Local_median_photons
HIP104383,5622.229264717167,35845.37211914062,10659.015625
HIP104521,5490.07413621209,82340.17409179687,51907.755859375
HIP104521,5555.36527738973,110425.01171875,53677.845703125
HIP104521,5622.229264717167,166804.319765625,53125.4384765625
HIP104887,5490.07413621209,159901.00980468746,101880.75
HIP104887,5555.36527738973,215971.3034375,103480.5
HIP104887,5622.229264717167,325253.780859375,106248.71875
HIP105199,5490.07413621209,407842.52753906255,266858.6015625
HIP105199,5555.36527738973,549198.3182812501,269314.90234375
HIP105199,5622.229264717167,818936.066953125,270279.58984375
HIP105341,5490.07413621209,18345.277873535153,9124.027099609375
HIP105341,5555.36527738973,26044.984814453117,12179.48291015625
HIP105341,5622.229264717167,38956.47569824218,10733.957275390625
HIP105406,5490.07413621209,143312.27273437497,91159.71875
HIP105406,5555.36527738973,194743.55781250002,94791.765625
HIP105406,5622.229264717167,295019.66121093754,94695.349609375
HIP10542,5490.07413621209,59708.76755859375,36116.4716796875
HIP10542,5555.36527738973,82641.2844921875,39649.6806640625
HIP10542,5622.229264717167,125111.46574218749,38774.5537109375
HIP105668,5490.07413621209,177455.76058593747,114036.73828125
HIP105668,5555.36527738973,239425.60734374996,115973.12109375
HIP105668,5622.229264717167,358964.74734375,117977.69921875
HIP105769,5490.07413621209,136232.0738671875,86940.267578125
HIP105769,5555.36527738973,183417.54835937498,88489.369140625
HIP105769,5622.229264717167,275663.127421875,90118.8203125
HIP105860,5490.07413621209,161086.8041015625,104740.86328125
HIP105860,5555.36527738973,215281.1065625,102653.53125
HIP105860,5622.229264717167,322599.95695312496,105668.0546875
HIP105932,5490.07413621209,3452.3865509033194,1848.6962280273438
HIP105932,5555.36527738973,4883.4545898437445,2227.8017578125
HIP105932,5622.229264717167,7395.908331298826,1995.8259887695312
HIP106106,5490.07413621209,8920.464580078122,4819.6842041015625
HIP106106,5555.36527738973,10371.449526367183,4471.9188232421875
HIP106106,5622.229264717167,17293.928591308584,4444.9500732421875
HIP106231,5490.07413621209,21448.186831054685,12509.796875
HIP106231,5555.36527738973,30107.90009765625,13802.64990234375
HIP106231,5622.229264717167,45919.58601562499,13871.775390625
HIP106400,5490.07413621209,16336.265236816405,9632.6513671875
HIP106400,5555.36527738973,22777.367031249996,10783.24462890625
HIP106400,5622.229264717167,34477.125996093746,10247.333251953125
HIP10644,5490.07413621209,93730.57751953122,54077.10546875
HIP10644,5555.36527738973,131854.57554687496,57238.16015625
HIP10644,5622.229264717167,202304.65007812495,59370.140625
HIP106481,5490.07413621209,144628.3466015625,86926.6484375
HIP106481,5555.36527738973,197881.46367187498,96296.740234375
HIP106481,5622.229264717167,302812.4005078125,96185.80859375
HIP10670,5490.07413621209,133031.8466015625,87407.228515625
HIP10670,5555.36527738973,177020.94195312497,87117.56640625
HIP10670,5622.229264717167,263505.76125,86700.16796875
HIP106811,5490.07413621209,13742.00295410156,7363.51220703125
HIP106811,5555.36527738973,19374.351357421863,8644.156494140625
HIP106811,5622.229264717167,28879.22217773437,7570.616943359375
HIP106897,5490.07413621209,172523.59640625,110955.9765625
HIP106897,5555.36527738973,232376.03796875002,112450.4140625
HIP106897,5622.229264717167,348065.15484374994,114101.5703125
HIP107346,5490.07413621209,16978.06879394531,8626.000732421875
HIP107346,5555.36527738973,24171.66100585937,11286.595703125
HIP107346,5622.229264717167,35709.12027832031,9925.37548828125
HIP107350,5490.07413621209,67167.26232421875,43166.81640625
HIP107350,5555.36527738973,91164.53464843749,44231.435546875
HIP107350,5622.229264717167,138144.84082031247,45200.0654296875
HIP107556,5490.07413621209,171758.1727734375,109094.0234375
HIP107556,5555.36527738973,232018.75046874996,113791.17578125
HIP107556,5622.229264717167,348128.211328125,113252.62890625
HIP107788,5490.07413621209,186335.517890625,119330.25
HIP107788,5555.36527738973,252328.21843749998,122108.2578125
HIP107788,5622.229264717167,378928.73953125,123640.66015625
HIP107975,5490.07413621209,210552.08478515624,136456.341796875
HIP107975,5555.36527738973,286390.702109375,140167.8984375
HIP107975,5622.229264717167,435682.50199218746,141971.15625
HIP108028,5490.07413621209,83767.51810546874,53115.498046875
HIP108028,5555.36527738973,115142.88234374998,55911.216796875
HIP108028,5622.229264717167,174473.02394531248,56316.775390625
HIP108036,5490.07413621209,186672.30960937502,117469.91015625
HIP108036,5555.36527738973,251368.79203125,121134.11328125
HIP108036,5622.229264717167,378343.707890625,122981.73828125
HIP108092,5490.07413621209,10515.266044921875,6080.63134765625
HIP108092,5555.36527738973,14880.571962890623,6492.87060546875
HIP108092,5622.229264717167,21822.54090820312,6045.728271484375
HIP108156,5490.07413621209,91983.03410156249,58644.4453125
HIP108156,5555.36527738973,125861.92359374999,60853.767578125
HIP108156,5622.229264717167,191340.16136718748,62298.53515625
HIP108506,5490.07413621209,217903.4615625,134951.5625
HIP108506,5555.36527738973,298872.69328124996,141482.86328125
HIP108506,5622.229264717167,454858.90312499995,147155.51953125
HIP1086,5490.07413621209,121500.30937500001,78702.203125
HIP1086,5555.36527738973,163519.231015625,79611.380859375
HIP1086,5622.229264717167,246237.34218749998,80662.560546875
HIP108752,5490.07413621209,7896.255003662109,4263.261474609375
HIP108752,5555.36527738973,10494.615380859368,4607.55419921875
HIP108752,5622.229264717167,15389.207402343745,4140.8936767578125
HIP108782,5490.07413621209,33489.14550292968,18549.62451171875
HIP108782,5555.36527738973,47637.79955078123,21281.79443359375
HIP108782,5622.229264717167,69914.71505859375,19106.025390625
HIP108917,5490.07413621209,130706.051015625,84842.873046875
HIP108917,5555.36527738973,176267.876953125,83547.9609375
HIP108917,5622.229264717167,263674.3325390625,86498.564453125
HIP109176,5490.07413621209,478238.3489648438,308929.2734375
HIP109176,5555.36527738973,647922.44,317213.818359375
HIP109176,5622.229264717167,979744.3364062499,322073.869140625
HIP109378,5490.07413621209,83769.76060546873,52860.62890625
HIP109378,5555.36527738973,113968.91851562497,54695.1640625
HIP109378,5622.229264717167,173523.20472656246,56348.62890625
HIP109388,5490.07413621209,13141.377531738279,7092.305908203125
HIP109388,5555.36527738973,17143.619277343743,7071.463623046875
HIP109388,5622.229264717167,26186.56817871093,6351.890380859375
HIP109427,5490.07413621209,287926.89855468745,188654.96484375
HIP109427,5555.36527738973,384314.08804687497,188905.267578125
HIP109427,5622.229264717167,575362.0139062499,189395.654296875
HIP109474,5490.07413621209,185625.56296875,119701.14453125
HIP109474,5555.36527738973,250425.07421875,121308.3828125
HIP109474,5622.229264717167,378271.940859375,123039.5078125
HIP109527,5490.07413621209,130843.45142578124,82120.177734375
HIP109527,5555.36527738973,176970.484140625,85636.26953125
HIP109527,5622.229264717167,268639.0337109375,87282.328125
HIP109555,5490.07413621209,6708.18730224609,3689.8448486328125
HIP109555,5555.36527738973,9262.680512695308,3875.3701171875
HIP109555,5622.229264717167,13458.16223876953,3511.82861328125
HIP109638,5490.07413621209,4276.537346191404,2270.42138671875
HIP109638,5555.36527738973,5683.809677734362,2248.1734619140625
HIP109638,5622.229264717167,8995.635999755854,2071.8408813476562
HIP109822,5490.07413621209,43288.21127929687,26843.9453125
HIP109822,5555.36527738973,59946.654843749995,29009.140625
HIP109822,5622.229264717167,91585.03640625,29277.8818359375
HIP109857,5490.07413621209,337229.20828125,217555.484375
HIP109857,5555.36527738973,454124.04234374996,219075.98046875
HIP109857,5622.229264717167,679727.286796875,223928.65625
HIP109926,5490.07413621209,107146.98439453123,66254.853515625
HIP109926,5555.36527738973,146947.668046875,71471.84765625
HIP109926,5622.229264717167,222729.40746093748,71648.85546875
HIP109980,5490.07413621209,14755.516391601559,9171.74658203125
HIP109980,5555.36527738973,20525.545322265625,9640.48974609375
HIP109980,5622.229264717167,31163.94752929687,9322.212890625
HIP11000,5490.07413621209,35253.347475585935,19249.958984375
HIP11000,5555.36527738973,48787.21300781249,23516.82568359375
HIP11000,5622.229264717167,74015.81337890624,22238.17919921875
HIP11029,5490.07413621209,112636.76794921873,71330.681640625
HIP11029,5555.36527738973,152447.99710937496,73818.71484375
HIP11029,5622.229264717167,228222.8141015625,74596.19140625
HIP110341,5490.07413621209,132150.6957421875,85238.591796875
HIP110341,5555.36527738973,179415.80546874998,88049.869140625
HIP110341,5622.229264717167,271808.3914453125,88908.234375
HIP110395,5490.07413621209,146949.63316406248,95966.369140625
HIP110395,5555.36527738973,196260.9084375,96297.0546875
HIP110395,5622.229264717167,291835.11984375,95367.876953125
HIP110526,5490.07413621209,5940.506839599606,3355.8854370117188
HIP110526,5555.36527738973,7478.653647460935,3384.3866577148438
HIP110526,5622.229264717167,11923.705678710923,3219.4259643554688
HIP110640,5490.07413621209,39540.090732421864,21639.50927734375
HIP110640,5555.36527738973,55027.45589843749,26121.36328125
HIP110640,5622.229264717167,82941.416953125,24151.189453125
HIP110750,5490.07413621209,45136.96426757812,28355.3896484375
HIP110750,5555.36527738973,62872.65273437499,29702.798828125
HIP110750,5622.229264717167,95202.53806640622,30177.2373046875
HIP110774,5490.07413621209,17027.08633300781,9413.266845703125
HIP110774,5555.36527738973,23892.62530273437,11339.480712890625
HIP110774,5622.229264717167,36105.58029785156,10481.698974609375
HIP110778,5490.07413621209,106465.3083984375,67609.31640625
HIP110778,5555.36527738973,145352.6028125,70799.51953125
HIP110778,5622.229264717167,219005.67257812497,71026.1796875
HIP11090,5490.07413621209,260305.72499999998,170590.765625
HIP11090,5555.36527738973,351799.4559375,169542.2890625
HIP11090,5622.229264717167,531730.747734375,175243.10546875
HIP110951,5490.07413621209,3454.612294921874,2021.127685546875
HIP110951,5555.36527738973,4928.9409375,2176.955078125
HIP110951,5622.229264717167,7354.820053710937,2103.92236328125
HIP111169,5490.07413621209,258138.33550781247,169555.33984375
HIP111169,5555.36527738973,344216.24421875,169385.1015625
HIP111169,5622.229264717167,513089.2799999999,168984.59375
HIP111170,5490.07413621209,137493.67722656246,88525.625
HIP111170,5555.36527738973,187005.363828125,91513.416015625
HIP111170,5622.229264717167,283429.99605468754,92281.26953125
HIP111313,5490.07413621209,15431.094770507807,8632.892333984375
HIP111313,5555.36527738973,21413.265537109368,9292.649658203125
HIP111313,5622.229264717167,32078.305019531243,8467.53271484375
HIP111685,5490.07413621209,16888.571132812496,10401.4306640625
HIP111685,5555.36527738973,23908.043046874995,10774.2265625
HIP111685,5622.229264717167,35410.98978515625,11041.583984375
HIP112190,5490.07413621209,36604.85170898437,22932.2158203125
HIP112190,5555.36527738973,50384.47906249999,24117.45654296875
HIP112190,5622.229264717167,76498.2890625,24240.673828125
HIP112245,5490.07413621209,60170.5137890625,39055.09375
HIP112245,5555.36527738973,82441.1465625,39968.62109375
HIP112245,5622.229264717167,125709.56835937497,41243.375
HIP112496,5490.07413621209,70499.65766601561,44454.033203125
HIP112496,5555.36527738973,98228.54835937498,46586.103515625
HIP112496,5622.229264717167,148995.474375,48006.0654296875
HIP112527,5490.07413621209,65478.149882812504,41714.68359375
HIP112527,5555.36527738973,89642.3484375,43734.44140625
HIP112527,5622.229264717167,136431.187734375,44470.703125
HIP112724,5490.07413621209,322303.33095703117,205384.046875
HIP112724,5555.36527738973,439764.65671875,213722.919921875
HIP112724,5622.229264717167,676151.37984375,216916.6015625
HIP112748,5490.07413621209,304204.4422851562,185905.96484375
HIP112748,5555.36527738973,416926.61882812495,204025.859375
HIP112748,5622.229264717167,638004.6478124999,202822.638671875
HIP112774,5490.07413621209,18693.834217529293,10252.31640625
HIP112774,5555.36527738973,26418.201152343743,11978.677856445312
HIP112774,5622.229264717167,39809.90299804686,10808.101318359375
HIP112870,5490.07413621209,54304.7237109375,34702.59326171875
HIP112870,5555.36527738973,74860.75328124998,36216.298828125
HIP112870,5622.229264717167,113954.76741210936,36630.224609375
HIP112909,5490.07413621209,4859.605288696284,2697.697509765625
HIP112909,5555.36527738973,6131.467138671873,2686.8013916015625
HIP112909,5622.229264717167,9536.221629638643,2521.686767578125
HIP112915,5490.07413621209,56813.31073242187,33983.7275390625
HIP112915,5555.36527738973,78625.39691406248,37815.33203125
HIP112915,5622.229264717167,119205.1841015625,36833.7275390625
HIP112918,5490.07413621209,9998.426381835936,6111.857421875
HIP112918,5555.36527738973,13912.791826171871,6409.3623046875
HIP112918,5622.229264717167,21051.213237304684,6095.817138671875
HIP112935,5490.07413621209,154406.8817578125,98669.98828125
HIP112935,5555.36527738973,208997.42796875,101910.2890625
HIP112935,5622.229264717167,316542.13875,102762.5703125
HIP113357,5490.07413621209,112812.92384765623,72352.67578125
HIP113357,5555.36527738973,152944.53453125,74165.25
HIP113357,5622.229264717167,232694.4690234375,75615.17578125
HIP113409,5490.07413621209,9833.651799316405,5272.770751953125
HIP113409,5555.36527738973,13882.997666015624,6508.59033203125
HIP113409,5622.229264717167,20941.369233398433,5992.7591552734375
HIP113421,5490.07413621209,147748.552734375,92202.978515625
HIP113421,5555.36527738973,200518.12156249996,96964.513671875
HIP113421,5622.229264717167,304627.40367187496,98010.69140625
HIP113718,5490.07413621209,110416.250859375,68993.44921875
HIP113718,5555.36527738973,150738.96648437498,72011.7109375
HIP113718,5622.229264717167,228457.9641796875,73840.12890625
HIP113829,5490.07413621209,93291.20853515624,58964.08203125
HIP113829,5555.36527738973,126987.42476562501,62005.0859375
HIP113829,5622.229264717167,192094.70554687502,62490.515625
HIP113944,5490.07413621209,8135.571657714841,4294.646484375
HIP113944,5555.36527738973,11653.955708007808,5260.2545166015625
HIP113944,5622.229264717167,17040.40693359375,4574.931396484375
HIP113963,5490.07413621209,481900.41117187496,316739.20703125
HIP113963,5555.36527738973,641880.3028124999,316392.2265625
HIP113963,5622.229264717167,957179.9974218748,315244.046875
HIP114189,5490.07413621209,228632.2983984375,148979.02734375
HIP114189,5555.36527738973,306690.49437499995,150195.2890625
HIP114189,5622.229264717167,461929.09851562494,151987.4921875
HIP114233,5490.07413621209,4510.012221679686,2323.114501953125
HIP114233,5555.36527738973,6370.373388671873,2832.5244750976562
HIP114233,5622.229264717167,9646.373979492186,2545.485107421875
HIP114379,5490.07413621209,166216.57347656248,105754.328125
HIP114379,5555.36527738973,225400.07124999998,109518.62109375
HIP114379,5622.229264717167,340908.112265625,110724.5
HIP114430,5490.07413621209,119723.00455078125,77965.7265625
HIP114430,5555.36527738973,162760.069453125,78845.171875
HIP114430,5622.229264717167,247552.10050781252,81294.875
HIP114456,5490.07413621209,59076.53044921875,37405.7021484375
HIP114456,5555.36527738973,80239.282734375,38466.193359375
HIP114456,5622.229264717167,122085.48626953125,39524.4228515625
HIP11452,5490.07413621209,23293.692597656245,14092.2041015625
HIP11452,5555.36527738973,33123.709609375,14782.337890625
HIP11452,5622.229264717167,49227.679570312495,13692.251953125
HIP114570,5490.07413621209,194363.9443359375,124006.041015625
HIP114570,5555.36527738973,262735.47546875,129058.458984375
HIP114570,5622.229264717167,395380.046953125,130037.607421875
HIP114622,5490.07413621209,71362.33001953125,44481.0625
HIP114622,5555.36527738973,98241.70613281248,47200.4375
HIP114622,5622.229264717167,149067.20619140624,46841.0771484375
HIP114886,5490.07413621209,136194.46751953123,86430.326171875
HIP114886,5555.36527738973,186986.57031249997,90469.861328125
HIP114886,5622.229264717167,284493.3394921875,91559.673828125
HIP114924,5490.07413621209,80559.4569140625,51957.484375
HIP114924,5555.36527738973,109245.27773437499,53522.5390625
HIP114924,5622.229264717167,166831.864921875,54455.603515625
HIP114971,5490.07413621209,301550.9003320312,188990.515625
HIP114971,5555.36527738973,414871.69015624997,202314.626953125
HIP114971,5622.229264717167,635659.980234375,204919.83984375
HIP115142,5490.07413621209,70280.90162109374,43738.7216796875
HIP115142,5555.36527738973,94713.0617578125,45722.470703125
HIP115142,5622.229264717167,142662.700078125,46343.947265625
HIP115147,5490.07413621209,70763.58486328124,44980.0087890625
HIP115147,5555.36527738973,96572.4934765625,42860.82421875
HIP115147,5622.229264717167,146398.06130859372,47526.6279296875
HIP115331,5490.07413621209,84094.45599609373,52684.30859375
HIP115331,5555.36527738973,115073.478203125,56088.291015625
HIP115331,5622.229264717167,174642.71296874998,56435.041015625
HIP115341,5490.07413621209,41095.08225585937,25570.8876953125
HIP115341,5555.36527738973,56551.72109374999,27077.5576171875
HIP115341,5622.229264717167,86035.16402343748,26871.7275390625
HIP115445,5490.07413621209,41087.34383789062,25208.490234375
HIP115445,5555.36527738973,56664.676875,27669.41015625
HIP115445,5622.229264717167,86380.30107421873,27779.154296875
HIP115562,5490.07413621209,15576.597524414063,8661.956787109375
HIP115562,5555.36527738973,21943.86833007812,9558.658203125
HIP115562,5622.229264717167,32600.545634765615,8373.6044921875
HIP11565,5490.07413621209,19028.1439453125,10837.87109375
HIP11565,5555.36527738973,26636.084726562498,12745.4375
HIP11565,5622.229264717167,40334.950546875,11833.560546875
HIP11569,5490.07413621209,167001.98824218748,105932.13671875
HIP11569,5555.36527738973,222407.50781249997,108423.703125
HIP11569,5622.229264717167,332290.046015625,105724.0546875
HIP115738,5490.07413621209,206941.9846875,134570.609375
HIP115738,5555.36527738973,276086.69156249997,133710.078125
HIP115738,5622.229264717167,415163.00882812496,130232.44921875
HIP116003,5490.07413621209,6679.827458496093,3505.34814453125
HIP116003,5555.36527738973,8371.00592285156,3573.382080078125
HIP116003,5622.229264717167,13315.398244628897,3399.0076904296875
HIP116085,5490.07413621209,50494.409765624994,32004.013671875
HIP116085,5555.36527738973,68931.1714453125,33042.185546875
HIP116085,5622.229264717167,104963.27666015625,33922.513671875
HIP116106,5490.07413621209,29733.837407226558,19096.2373046875
HIP116106,5555.36527738973,40533.05046874999,19757.07177734375
HIP116106,5622.229264717167,61616.78598632812,19981.5224609375
HIP116215,5490.07413621209,23924.520893554676,12804.248046875
HIP116215,5555.36527738973,33779.98726562498,15912.8857421875
HIP116215,5622.229264717167,50675.267402343736,14059.7275390625
HIP116384,5490.07413621209,11977.85359130859,6765.5517578125
