Filename,Tobj,Obj,HIP_name,Thorium1,Thorium2,Haolgen1,Halogen2,Date,RA,DEC,SNR,Filesize,Md5
raoy.324.fits,HIP113357,HIP113357,HIP113357,Off,Off,Off,Off,2016-04-02T12:58:53.37,22:57:28.2, 20:46:08.0,198.98499,1477440,eee67fe3edff76c3c2966df2692763ad
rany.280.fits,HIP95853,HIP95853,HIP95853,Off,Off,Off,Off,2016-02-14T12:07:23.16,19:29:42.3, 51:43:49.0,137.82483,1477440,9066c4b0ccd5962f0cc4b55d7b2210c5
ramq.233.fits,HIP12444,HIP12444,HIP12444,Off,Off,Off,Off,2015-11-22T06:33:45.76, 2:40:12.4, -9:27:10.4,165.93176,1477440,bc9d4f2465af4893d5e865fb33810cac
raob.239.fits,HIP60965,HIP60965,HIP60965,Off,Off,Off,Off,2016-02-21T10:40:05.38,12:29:51.6,-16:30:57.0,175.5041,1477440,699c53b87d4dbd9e9664787b650abdea
ramr.228.fits,HIP12444,HIP12444,HIP12444,Off,Off,Off,Off,2015-11-24T07:01:44.92, 2:40:12.4, -9:27:10.4,158.00615,1477440,c3e88c336ee0bc09a95fd77f4c3956cd
raob.250.fits,HIP64241,HIP64241,HIP64241,Off,Off,Off,Off,2016-02-21T11:13:18.56,13:09:58.7, 17:31:48.0,141.76707,1477440,b5a395b32eac649f584408083af9e827
ramu.251.fits,HIP42172,HIP42172,HIP42172,Off,Off,Off,Off,2015-11-28T07:59:03.39, 8:35:51.0,  6:37:12.8,123.815025,1477440,30141c42d4b60d74b47738bd926bfad5
raob.253.fits,HIP65477,HIP65477,HIP65477,Off,Off,Off,Off,2016-02-21T11:20:33.23,13:25:13.7, 54:59:16.0,152.08665,1477440,0826dcde7be64b61408671e8b1d1747b
ramv.171.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2015-11-30T12:31:18.35,11:34:21.9,  3:03:36.6,157.8691,1477440,c75421b724b8950a4b009bed17aa36be
raob.269.fits,HIP69483,HIP69483,HIP69483,Off,Off,Off,Off,2016-02-21T12:43:48.57,14:13:29.1, 51:47:23.0,177.32828,1477440,4e51848036b59d7176077c13117f51db
ramw.271.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2015-12-02T12:05:47.56,11:34:21.9,  3:03:36.6,161.6598,1477440,8c50e1e9bb48b4fa43d0c1c63f5fee18
raob.270.fits,HIP71284,HIP71284,HIP71284,Off,Off,Off,Off,2016-02-21T12:49:26.31,14:34:41.0, 29:44:44.0,179.3003,1477440,f99973ef7929a82272ac04063de3ffb9
ramx.195.fits,HIP19855,HIP19855,HIP19855,Off,Off,Off,Off,2015-12-05T05:31:22.83, 4:15:25.8,  6:11:58.7,86.74489,1477440,5a5497a62a4af4963c1fd147706e8ef0
raob.271.fits,HIP70497,HIP70497,HIP70497,Off,Off,Off,Off,2016-02-21T12:52:05.47,14:25:11.3, 51:50:56.0,127.388596,1477440,80dc9252a19fdb38dac31ec6270e4f71
ramz.278.fits,<Park>,HIP42172,HIP42172,Off,Off,Off,Off,2015-12-08T12:42:37.47, 9:42:36.3, 37:05:54.8,33.456165,1477440,45b59c0697de0cf400e24f3d22d5c364
raob.275.fits,HIP93747,HIP93747,HIP93747,Off,Off,Off,Off,2016-02-21T13:08:20.57,19:05:24.5, 13:51:47.0,186.70163,1477440,daa5a708d37afa9d8c01a0b8119be7a5
rana.224.fits,HIP12444,HIP12444,HIP12444,Off,Off,Off,Off,2015-12-09T06:31:36.85, 2:40:12.4, -9:27:10.4,110.91775,1477440,e061d43aa018d0a3c196234a756c91c7
raob.287.fits,HIP102532,HIP102532,HIP102532,Off,Off,Off,Off,2016-02-21T14:14:51.46,20:46:39.4, 16:07:24.0,135.09935,1477440,4e82730e68a152b8a7f28e9e3941f413
rann.193.fits,HIP77622,HIP77622,HIP77622,Off,Off,Off,Off,2016-01-20T13:43:12.95,15:50:49.0,  4:28:39.8,155.25897,1477440,4c8ad1d1d0de3fd46468ffc3219949f1
raoc.198.fits,HIP80628,HIP80628,HIP80628,Off,Off,Off,Off,2016-02-23T10:56:50.43,16:27:48.1, -8:22:18.0,151.75208,1477440,449bb9cee45cce3f470f2daab669b521
ranq.207.fits,HIP39064,HIP39064,HIP39064,Off,Off,Off,Off,2016-01-26T11:12:36.92, 7:59:34.1, 20:50:29.0,96.68005,1477440,0e2a7e0671e73be7394b1ecb8291df76
raoc.204.fits,HIP76219,HIP76219,HIP76219,Off,Off,Off,Off,2016-02-23T11:45:31.66,15:34:11.0,-10:03:56.0,165.16068,1477440,5324e6c2fdd706719a15f1a071f4126a
ranr.210.fits,HIP14576,HIP14576,HIP14576,Off,Off,Off,Off,2016-01-28T03:37:47.95, 3:08:10.1, 40:57:20.0,162.44804,1477440,44a7c93a1dfd0f6024eb0b7170fa5148
raoc.207.fits,HIP54182,HIP54182,HIP54182,Off,Off,Off,Off,2016-02-23T12:48:01.23,11:05:00.6,  7:20:08.0,156.00003,1477440,50ad13035f0b46fbd6b6b978655de386
ranr.211.fits,HIP21421,HIP21421,HIP21421,Off,Off,Off,Off,2016-01-28T03:39:50.20, 4:35:55.3, 16:30:30.0,235.14249,1477440,b7e632174664216d1c2bfaf4ace72854
raod.193.fits,HIP44901,HIP44901,HIP44901,Off,Off,Off,Off,2016-02-25T02:49:53.16, 9:08:52.0, 51:36:16.0,144.16077,1477440,25077a02189fb282341f7dcafb7458f9
ranr.212.fits,HIP9884,HIP9884,HIP9884,Off,Off,Off,Off,2016-01-28T03:41:37.76, 2:07:10.6, 23:27:42.0,189.44394,1477440,9970cbac02c33e2f034c8b2aed1a9025
raod.195.fits,HIP16852,HIP16852,HIP16852,Off,Off,Off,Off,2016-02-25T02:54:06.99, 3:36:52.1,  0:23:58.0,140.57826,1477440,91375dc66de5af13010714ee4d0860c7
ranr.241.fits,HIP37826,HIP37826,HIP37826,Off,Off,Off,Off,2016-01-28T05:33:03.18, 7:45:18.1, 28:01:33.0,255.7017,1477440,68579bdca5fe429851db1e19a8fa17ac
raod.284.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-02-25T09:05:51.93,11:34:21.9,  3:03:36.6,196.76917,1477440,7d9235bea01b729e3cd07a4a211c1b09
ranr.263.fits,HIP50583,HIP50583,HIP50583,Off,Off,Off,Off,2016-01-28T07:06:03.61,10:19:58.7, 19:50:26.0,173.81905,1477440,875137d850d11deb37d2d1cae2d9ea82
raod.324.fits,HIP88175,HIP88175,HIP88175,Off,Off,Off,Off,2016-02-25T11:25:09.32,18:00:29.1, -3:41:25.0,116.53189,1477440,f9083238537a9700aa102ffa6a37aebf
ranr.271.fits,HIP53910,HIP53910,HIP53910,Off,Off,Off,Off,2016-01-28T07:16:40.29,11:01:50.6, 56:22:57.0,176.76137,1477440,3310ce02a2752645a37a5748bead5aaa
raod.333.fits,HIP92946,HIP92946,HIP92946,Off,Off,Off,Off,2016-02-25T11:51:23.75,18:56:13.2,  4:12:13.0,155.99825,1477440,96dfd4d8864918cbff0545477b254d00
ranr.293.fits,HIP62956,HIP62956,HIP62956,Off,Off,Off,Off,2016-01-28T10:08:22.68,12:54:01.9, 55:57:35.0,193.96254,1477440,8611602e85008309524f33a345ee387a
raod.346.fits,HIP106481,HIP106481,HIP106481,Off,Off,Off,Off,2016-02-25T12:31:48.54,21:33:58.8, 45:35:29.0,147.73,1477440,97fbae3e61174df964a4d429e2a52a55
ranr.295.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-01-28T10:19:37.80,11:34:21.9,  3:03:36.6,163.04295,1477440,2e83c462ccf16a2cdc10db04f1402aaf
raoe.184.fits,<Park>,HIP90139,HIP90139,Off,Off,Off,Off,2016-02-27T11:26:35.76,13:46:04.6, 37:06:13.9,46.456,1477440,1473035f1cc92885b929ad415caf5b7c
ranu.194.fits,HIP23875,HIP23875,HIP23875,Off,Off,Off,Off,2016-02-06T02:49:47.86, 5:07:50.8, -5:05:12.0,169.88823,1477440,c0249fd9fe8cd34713f54565792251f5
raof.187.fits,HIP9487,HIP9487,HIP9487,Off,Off,Off,Off,2016-02-28T02:46:25.59, 2:02:02.8,  2:45:49.0,140.28052,1477440,5a6d59535fe4ec35da080195a21893c6
ranu.281.fits,HIP58001,HIP58001,HIP58001,Off,Off,Off,Off,2016-02-06T10:27:14.88,11:53:50.0, 53:41:41.0,145.81087,1477440,726b51d42bf2cbe2994681974d63fbc6
raof.189.fits,HIP4436,HIP4436,HIP4436,Off,Off,Off,Off,2016-02-28T02:49:37.67, 0:56:45.4, 38:29:58.0,158.71204,1477440,036f77e3eee4629eb73cc14e91b34c51
ranu.282.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-02-06T10:33:55.91,11:34:21.9,  3:03:36.6,224.23273,1477440,13de929da801b9c760cbb9fcfcfbff49
raof.236.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-02-28T11:27:05.09,11:34:21.9,  3:03:36.6,139.57355,1477440,69111dab3ca403cb31a222afd8ae5823
ranv.280.fits,HIP46853,HIP46853,HIP46853,Off,Off,Off,Off,2016-02-08T07:53:21.83, 9:32:49.8, 51:40:29.0,191.06966,1477440,08f8283d717f79e8d36d781aab9b592e
raog.189.fits,HIP26563,HIP26563,HIP26563,Off,Off,Off,Off,2016-03-02T02:56:27.76, 5:38:53.0, -7:12:47.0,117.20831,1477440,4f3c2bed2c64d8f7e1403f2cd417b834
ranv.285.fits,HIP50372,HIP50372,HIP50372,Off,Off,Off,Off,2016-02-08T08:50:40.68,10:17:05.5, 42:54:51.0,154.17642,1477440,4b8ba85cbae73fc0ff23a17e87019d7a
raog.190.fits,HIP33202,HIP33202,HIP33202,Off,Off,Off,Off,2016-03-02T02:58:13.42, 6:54:38.7, 13:10:38.0,125.22461,1477440,4ce9c004774397ac1e8fb3adcb5689bb
ranv.299.fits,HIP81833,HIP81833,HIP81833,Off,Off,Off,Off,2016-02-08T09:51:08.66,16:42:53.8, 38:55:18.0,130.24121,1477440,43177d4e37506a2dfd56d94aa450b24b
raog.287.fits,HIP71957,HIP71957,HIP71957,Off,Off,Off,Off,2016-03-02T12:00:36.90,14:43:03.7, -5:39:34.0,161.78253,1477440,cb8ac294eabb5f1a45d1076b74055dae
ranv.312.fits,HIP85157,HIP85157,HIP85157,Off,Off,Off,Off,2016-02-08T11:45:34.34,17:24:06.6, 22:57:37.4,153.4186,1477440,7360bd4ea003775169ded0bfd3063c43
raop.198.fits,HIP37288,HIP37288,HIP37288,Off,Off,Off,Off,2016-03-18T07:01:12.01, 7:39:23.0,  2:11:01.2,71.7674,1477440,6a14f86fd5d754fb5ff008c132296d41
ranv.316.fits,HIP83000,HIP83000,HIP83000,Off,Off,Off,Off,2016-02-08T11:53:23.88,16:57:39.7,  9:22:29.0,166.95244,1477440,79617ff93d9aab422aab2321a8b0c692
raop.228.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-03-18T09:30:17.43,11:34:21.9,  3:03:36.6,205.8598,1477440,ceff74cea3fa352b94cf8f3086835bec
ranv.323.fits,HIP77464,HIP77464,HIP77464,Off,Off,Off,Off,2016-02-08T12:25:40.87,15:48:56.8, -3:49:06.7,174.89293,1477440,9f7007b3142c99c8da95afd3aec1b891
raoq.241.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-03-19T10:16:49.98,11:34:21.9,  3:03:36.6,195.35347,1477440,f2ba2cac66e6d53eb70d0a5c7b0e552d
ranv.345.fits,HIP74666,HIP74666,HIP74666,Off,Off,Off,Off,2016-02-08T14:17:01.11,15:15:30.2, 33:18:51.0,179.80174,1477440,8a281753116ff1d499619e0db2f3dff2
raot.266.fits,KIC8462852t,KIC8462852t,None,Off,Off,Off,Off,2016-03-24T10:51:51.65,20:06:15.5, 44:27:24.6,26.241581,1477440,c0cb068ad93e4f8ed3c5038d14561d53
ranw.195.fits,HIP8903,HIP8903,HIP8903,Off,Off,Off,Off,2016-02-09T02:41:29.55, 1:54:38.5, 20:48:27.0,131.93472,1477440,4e10949f2ee2ed7347c88e63258b849a
raot.271.fits,KIC8462852,KIC8462852,None,Off,Off,Off,Off,2016-03-24T11:38:33.32,20:06:15.5, 44:27:24.6,27.644085,1477440,25ff8bfa1ceba461bb78a4d7fe081285
ranw.196.fits,HIP677,HIP677,HIP677,Off,Off,Off,Off,2016-02-09T02:42:42.42, 0:08:23.4, 29:05:22.0,149.57143,1477440,3b2a3a849b2846e173d3097f55f0cff2
raou.288.fits,HIP80179,HIP80179,HIP80179,Off,Off,Off,Off,2016-03-26T12:44:42.57,16:22:04.1,  1:01:45.0,180.05556,1477440,2f5e1e8791b9818fbafafba989391b32
ranw.197.fits,HIP105199,HIP105199,HIP105199,Off,Off,Off,Off,2016-02-09T02:45:39.10,21:18:35.1, 62:35:08.0,141.4036,1477440,5765ecfcdc125dd93e619fb94eff5181
raow.180.fits,HIP69989,HIP69989,HIP69989,Off,Off,Off,Off,2016-03-29T09:20:22.54,14:19:16.3, 13:00:15.0,145.62578,1477440,d7945a833c82476c26ab7a56504eedd1
ranw.242.fits,GJ244,GJ244,None,Off,Off,Off,Off,2016-02-09T05:00:15.98, 6:45:08.2,-16:43:17.0,344.5994,1477440,05e5d950af64f793f0c460625351b2ba
raow.182.fits,HIP99031,HIP99031,HIP99031,Off,Off,Off,Off,2016-03-29T09:37:28.17,20:06:21.4, 35:58:13.0,125.9651,1477440,ce326f23706e8c09a5c4c9e9373cf667
ranw.262.fits,GJ280,GJ280,None,Off,Off,Off,Off,2016-02-09T05:54:13.12, 7:39:17.3,  5:13:13.0,237.57512,1477440,3c9ae7a5d35ecba3e5931b6da1f395eb
raow.192.fits,HIP78459,HIP78459,HIP78459,Off,Off,Off,Off,2016-03-29T10:34:34.01,16:01:02.4, 33:18:00.0,166.14536,1477440,a4d85725cd131f74b414724a97f22a89
ranw.304.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-02-09T10:18:35.33,11:27:47.5, 34:26:25.8,47.91434,1477440,bf4486b030b44139dbf3ecf8dd0d50af
raow.218.fits,HIP84862,HIP84862,HIP84862,Off,Off,Off,Off,2016-03-29T12:30:51.14,17:20:39.7, 32:27:47.0,170.12831,1477440,72d107e001f4cfae7b9f5afcda8fdea3
ranw.314.fits,HIP69673,HIP69673,HIP69673,Off,Off,Off,Off,2016-02-09T12:56:35.74,14:15:38.4, 19:10:24.0,348.16684,1477440,c4fd60200f6147680f94be2efdd005a8
raox.187.fits,HIP32439,HIP32439,HIP32439,Off,Off,Off,Off,2016-03-31T03:18:07.41, 6:46:13.5, 79:33:43.0,173.07704,1477440,bf4d8290ded7412166a1e010c872cca7
ranw.315.fits,HIP72607,HIP72607,HIP72607,Off,Off,Off,Off,2016-02-09T12:58:32.62,14:50:42.2, 74:09:19.0,190.30399,1477440,2fba26a780bab3921d310b01e15675a1
raox.194.fits,HIP49081,HIP49081,HIP49081,Off,Off,Off,Off,2016-03-31T03:49:15.06,10:00:59.9, 31:55:18.0,98.73615,1477440,2e1f35c594bf6be6c9bb6b75b62d3fce
ranw.331.fits,HIP102488,HIP102488,HIP102488,Off,Off,Off,Off,2016-02-09T13:38:33.28,20:46:13.1, 33:58:18.0,168.17044,1477440,29d574006d9dc8daa83a5747995476b2
raox.195.fits,HIP21039,HIP21039,HIP21039,Off,Off,Off,Off,2016-03-31T03:54:42.88, 4:30:39.0, 15:41:30.0,166.39499,1477440,55dfcc75d09e138a7cbc1ed917304af9
ranx.186.fits,HIP14668,HIP14668,HIP14668,Off,Off,Off,Off,2016-02-11T02:45:42.35, 3:09:30.0, 44:51:24.0,174.97888,1477440,b6522bad751bcd39880ea863a5c3ea9e
raox.200.fits,HIP47080,HIP47080,HIP47080,Off,Off,Off,Off,2016-03-31T04:17:38.24, 9:35:38.5, 35:48:32.0,173.84894,1477440,ad303344fdb1f04cf75a95f44cc49053
ranx.227.fits,HIP41307,HIP41307,HIP41307,Off,Off,Off,Off,2016-02-11T06:44:38.06, 8:25:39.5, -3:54:23.0,143.04495,1477440,17642a6316be51ab6f43ef6d830c235f
raox.201.fits,HIP42080,HIP42080,HIP42080,Off,Off,Off,Off,2016-03-31T04:22:08.81, 8:34:36.0, 65:08:41.0,172.3714,1477440,8978a228b1c03a662b1d496d4e3cd399
ranx.231.fits,HIP42172,HIP42172,HIP42172,Off,Off,Off,Off,2016-02-11T07:02:44.01, 8:35:51.0,  6:37:12.8,133.32678,1477440,e1c608b8a1b9f5cc4653e5a1e7fa7380
raox.202.fits,HIP38048,HIP38048,HIP38048,Off,Off,Off,Off,2016-03-31T04:29:06.29, 7:47:56.6,-12:11:32.0,158.68056,1477440,2eff9841728898492066257721851fd6
ranx.259.fits,HIP53229,HIP53229,HIP53229,Off,Off,Off,Off,2016-02-11T09:51:48.63,10:53:18.8, 34:12:48.0,204.88803,1477440,789e642a8c0f914fca06c9e8b0a69c03
raox.218.fits,HIP78459,HIP78459,HIP78459,Off,Off,Off,Off,2016-03-31T07:04:30.74,16:01:02.4, 33:18:00.0,164.91522,1477440,66c40aefe6f1cdcd63b97b545615781e
ranx.260.fits,HIP87585,HIP87585,HIP87585,Off,Off,Off,Off,2016-02-11T09:55:03.32,17:53:31.9, 56:52:22.0,158.45107,1477440,d6b811fe752d2e610a7a508daa09753c
raox.221.fits,HIP84862,HIP84862,HIP84862,Off,Off,Off,Off,2016-03-31T07:19:36.58,17:20:39.7, 32:27:47.0,152.50836,1477440,7c12d0d7c456bb8ee825080cf6559b50
ranx.273.fits,HIP83207,HIP83207,HIP83207,Off,Off,Off,Off,2016-02-11T11:32:09.39,17:00:17.3, 30:55:35.0,257.18903,1477440,65cf3ce1baa046b80d10da246e4c3426
raox.225.fits,HIP56802,HIP56802,HIP56802,Off,Off,Off,Off,2016-03-31T07:41:53.11,11:38:40.1,-13:12:04.0,168.24565,1477440,979f4b6c12418acc4edd2ec3656708b0
rany.193.fits,HIP21589,HIP21589,HIP21589,Off,Off,Off,Off,2016-02-14T03:25:20.48, 4:38:09.5, 12:30:38.0,190.13405,1477440,9a00c0b9615326b02b6b1a35a55cbe0e
raox.242.fits,HIP69989,HIP69989,HIP69989,Off,Off,Off,Off,2016-03-31T08:54:54.96,14:19:16.3, 13:00:15.0,128.79794,1477440,6e051d1ed15613cd8f8c83ffe20032e1
rany.200.fits,HIP30419,HIP30419,HIP30419,Off,Off,Off,Off,2016-02-14T03:58:13.05, 6:23:46.0,  4:35:34.0,187.02638,1477440,1294d11215c5516f1d77e3a849d5c0a4
raox.266.fits,HIP78459,HIP78459,HIP78459,Off,Off,Off,Off,2016-03-31T11:13:31.66,16:01:02.4, 33:18:00.0,119.30156,1477440,2f11bc362c5a08f3647927d50a6c07f2
rany.213.fits,HIP37629,HIP37629,HIP37629,Off,Off,Off,Off,2016-02-14T04:43:05.77, 7:43:18.8, 28:52:56.0,141.01042,1477440,12b9051fcefbb5d0b41c95580825208f
raox.274.fits,HIP97650,HIP97650,HIP97650,Off,Off,Off,Off,2016-03-31T12:30:25.50,19:50:46.7,-10:45:48.0,159.66803,1477440,463bda954862d2465c924cae1d1b17af
rany.249.fits,HIP51658,HIP51658,HIP51658,Off,Off,Off,Off,2016-02-14T08:55:11.03,10:33:13.6, 40:25:32.0,117.9171,1477440,f6ac0e5cf83ec177b07d58747ec6d515
rany.271.fits,HIP61317,HIP61317,HIP61317,Off,Off,Off,Off,2016-02-14T11:33:36.21,12:33:43.5, 41:21:31.0,133.32574,1477440,59b47f387db4fc7747b662b633dd6ce3
rany.282.fits,HIP64394,HIP64394,HIP64394,Off,Off,Off,Off,2016-02-14T12:15:00.01,13:11:51.4, 27:52:55.0,148.01974,1477440,4a5bd2f91c9e243ef3f278744c878876
raoy.206.fits,HIP22044,HIP22044,HIP22044,Off,Off,Off,Off,2016-04-02T04:02:16.24, 4:44:25.9, 11:08:45.0,175.76036,1477440,3de84a9268031f536a8aa22efbec376d
rany.285.fits,HIP72220,HIP72220,HIP72220,Off,Off,Off,Off,2016-02-14T12:34:58.48,14:46:14.7,  1:53:34.0,136.2462,1477440,320c240a9eb44a2958387b690290e799
raoy.226.fits,HIP56802,HIP56802,HIP56802,Off,Off,Off,Off,2016-04-02T06:19:06.42,11:38:40.1,-13:12:04.0,185.02878,1477440,b6fe59243ec4746fae6f9e3c64379462
rany.300.fits,HIP98036,HIP98036,HIP98036,Off,Off,Off,Off,2016-02-14T14:08:35.86,19:55:18.8,  6:24:16.0,157.28033,1477440,5c5d4654831ec614f9fff0997b85219a
raoy.285.fits,HIP78459,HIP78459,HIP78459,Off,Off,Off,Off,2016-04-02T10:38:45.85,16:01:02.4, 33:18:00.0,194.83405,1477440,162e8629c65723ea0f77de4e838261e4
ranz.162.fits,HIP36366,HIP36366,HIP36366,Off,Off,Off,Off,2016-02-17T03:18:09.07, 7:29:06.9, 31:47:07.0,157.01387,1477440,5cbb792e515ffb084caa56d7d364c1c7
raoy.300.fits,HIP97650,HIP97650,HIP97650,Off,Off,Off,Off,2016-04-02T11:35:39.17,19:50:46.7,-10:45:48.0,200.80809,1477440,35a08ee4e036b7be8393023d0e33afc1
ranz.164.fits,HIP12777,HIP12777,HIP12777,Off,Off,Off,Off,2016-02-17T03:21:41.11, 2:44:12.5, 49:13:40.0,152.7831,1477440,5ee3cb14042eab76bc7ba51eb2b641e7
raoy.305.fits,HIP84862,HIP84862,HIP84862,Off,Off,Off,Off,2016-04-02T12:01:38.34,17:20:39.7, 32:27:47.0,169.0238,1477440,a2de07d53fa6b15e4282f55d92a6bda8
raob.211.fits,HIP42172,HIP42172,HIP42172,Off,Off,Off,Off,2016-02-21T07:04:49.22, 8:35:51.0,  6:37:12.8,143.91661,1477440,70ca954081c907df8e10bd6220948771
raob.235.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-02-21T10:00:04.80,11:34:21.9,  3:03:36.6,157.12492,1477440,32926cc4ddcc01d1216bd65320a9971b
raoy.325.fits,HIP32439,HIP32439,HIP32439,Off,Off,Off,Off,2016-04-02T13:03:24.06, 6:46:13.5, 79:33:43.0,201.55617,1477440,7609e08b327ff7c2ae990834c33c12da
rapa.189.fits,HIP15648,HIP15648,HIP15648,Off,Off,Off,Off,2016-04-05T03:35:13.68, 3:21:26.4, 43:19:46.0,169.65506,1477440,66b88ca94de9fae08b4aebb9a7b3c541
rapa.194.fits,HIP23783,HIP23783,HIP23783,Off,Off,Off,Off,2016-04-05T03:57:41.48, 5:06:40.5, 51:35:48.0,177.75305,1477440,a810683b61ccb765611eed49600147b2
rapa.195.fits,HIP25278,HIP25278,HIP25278,Off,Off,Off,Off,2016-04-05T04:01:58.10, 5:24:25.7, 17:23:00.0,171.746,1477440,6e25a8551ebeadfbfe9990bf29caa04d
rapa.212.fits,HIP75312,HIP75312,HIP75312,Off,Off,Off,Off,2016-04-05T05:48:36.80,15:23:12.4, 30:17:13.0,175.90952,1477440,a4344d6955435866afab1d2dac27e53a
rapa.215.fits,HIP78180,HIP78180,HIP78180,Off,Off,Off,Off,2016-04-05T06:27:49.59,15:57:47.1, 54:45:00.0,175.97456,1477440,07652878af231d2c0716e7fa726b5812
rapa.224.fits,HIP53824,HIP53824,HIP53824,Off,Off,Off,Off,2016-04-05T06:58:45.30,11:00:44.7,  6:06:04.0,123.8498,1477440,4e323c77950e243cd28ebeb5bec1280b
rapa.237.fits,HIP93408,HIP93408,HIP93408,Off,Off,Off,Off,2016-04-05T07:49:52.76,19:01:26.3, 46:56:03.0,159.6348,1477440,24430034355941c37edfdfad956c592a
rapa.252.fits,HIP78180,HIP78180,HIP78180,Off,Off,Off,Off,2016-04-05T09:05:07.04,15:57:47.1, 54:45:00.0,178.75423,1477440,dec30b4b535b8b07175b8ad5c524306f
rapa.264.fits,HIP89348,HIP89348,HIP89348,Off,Off,Off,Off,2016-04-05T09:56:14.88,18:13:54.7, 64:23:50.0,171.33253,1477440,1243d8e808db3abd9d64a39af4ba8f48
rapg.212.fits,HIP96258,HIP96258,HIP96258,Off,Off,Off,Off,2016-04-17T07:24:54.65,19:34:19.8, 51:14:08.0,158.84209,1477440,3296021ef66a82fa7bf8192c7863f8f5
rapg.214.fits,HIP91973,HIP91973,HIP91973,Off,Off,Off,Off,2016-04-17T07:35:47.76,18:44:48.2, 37:35:40.0,158.56297,1477440,284bbbe5fe056c035349c5f0307ec0b5
rapg.228.fits,KIC8462852t,KIC8462852t,None,Off,Off,Off,Off,2016-04-17T09:12:21.44,20:06:15.5, 44:27:24.6,27.189571,1477440,db44a06c5fb98bc7452d5dda221ca930
rapg.236.fits,KIC8462852,KIC8462852,None,Off,Off,Off,Off,2016-04-17T10:52:26.05,20:06:15.5, 44:27:24.6,29.494833,1477440,662116aed31d306d131adf13c5fb8272
rapi.195.fits,HIP56445,HIP56445,HIP56445,Off,Off,Off,Off,2016-04-20T06:01:58.95,11:34:21.9,  3:03:36.6,149.60728,1477440,22bd4553068c849fc589ed21197c83cd
rapn.180.fits,HIP22287,HIP22287,HIP22287,Off,Off,Off,Off,2016-05-01T03:53:14.19, 4:48:00.3, 56:45:23.0,149.9371,1477440,cc5fa9d316475f358e1267dfa1ef3b99
rapn.212.fits,KIC8462852t,KIC8462852t,None,Off,Off,Off,Off,2016-05-01T07:44:08.41,20:06:15.5, 44:27:24.6,20.291603,1477440,4935dcf9a4d51818c133eb4e516af01b
rapn.213.fits,KIC8462852,KIC8462852,None,Off,Off,Off,Off,2016-05-01T08:18:20.53,20:06:15.5, 44:27:24.6,17.782082,1477440,5e9cb3ee9b9f1e302937963bcee3aa00
rapr.199.fits,KIC8462852t,KIC8462852t,None,Off,Off,Off,Off,2016-05-12T08:57:18.35,20:06:15.5, 44:27:24.6,33.195942,1477440,37d8eb167fbe642c67ca85a2fb911604
rapw.185.fits,HIP86623,HIP86623,HIP86623,Off,Off,Off,Off,2016-05-23T09:13:43.15,17:41:58.6, 15:57:10.0,150.80219,1477440,6e3aa3c9716fca9b554efc7714825ef4
rapw.190.fits,HIP88745,HIP88745,HIP88745,Off,Off,Off,Off,2016-05-23T09:30:50.00,18:07:01.4, 30:33:45.0,167.15627,1477440,7f0438f018bd353d322d2f036abf063b
rapw.195.fits,HIP5336,HIP5336,HIP5336,Off,Off,Off,Off,2016-05-23T09:52:52.51, 1:08:22.7, 54:54:47.0,130.1844,1477440,f9aa5889a50773132b0d3d4717f4d1ed
rapx.189.fits,HIP102843,HIP102843,HIP102843,Off,Off,Off,Off,2016-05-25T06:56:42.25,20:50:05.1, 44:03:35.0,181.47003,1477440,808b9f72a261bc443c51d91096010d70
rapx.193.fits,HIP70400,HIP70400,HIP70400,Off,Off,Off,Off,2016-05-25T07:08:10.38,14:24:11.2,  5:49:12.0,124.189285,1477440,e898fb897a12fecff120227d22a29d0c
rapx.202.fits,HIP102531,HIP102531,HIP102531,Off,Off,Off,Off,2016-05-25T08:06:07.05,20:46:38.8, 16:07:23.0,115.12255,1477440,de9301d9ef35897208a1f15b02ce142b
rapy.200.fits,HIP112935,HIP112935,HIP112935,Off,Off,Off,Off,2016-05-28T10:15:53.79,22:52:24.6,  9:50:09.0,165.23518,1477440,669fac8e9cbeb5b1896829b55f3373d3
rapy.201.fits,HIP92549,HIP92549,HIP92549,Off,Off,Off,Off,2016-05-28T10:19:39.10,18:51:34.8, 52:58:34.0,176.94527,1477440,0f7ee434cbd5605f9b5d74bae7e079f7
rapy.202.fits,HIP93017,HIP93017,HIP93017,Off,Off,Off,Off,2016-05-28T10:24:02.48,18:57:01.8, 32:54:02.0,146.51698,1477440,9e38fbd661fbc37f18230de6c0b1cdfe
