,Unnamed: 0.1,star,identifier,r shifted wl,r unshifted wl,r heights,r AMD heights,rounded r shifted wl,observation time,rounded r unshifted wl,name,best_mean_chi_squared
156,123,HIP77760,HIP77760_14,5853.776934981586,5852.925039868706,0.1356022436116744,6.553598703860045,5853.78,2018-06-06T07:12:48.17,5852.92,HIP77760_14,1.53
157,76,HIP68030,HIP68030_5,5853.776934981586,5854.014717413901,0.1299674437282554,7.101330216356754,5853.78,2020-05-29T05:35:37.52,5854.02,HIP68030_5,1.55
158,70,HIP68030,HIP68030_4,5853.776934981586,5854.014717413901,0.1241456397564411,6.602677045813713,5853.78,2020-05-29T05:31:16.21,5854.02,HIP68030_4,9.39
159,66,HIP68030,HIP68030_3,5853.776934981586,5854.014717413901,0.141660897773049,7.570333812609588,5853.78,2020-05-29T05:26:57.22,5854.02,HIP68030_3,1.58
160,6,HIP107975,HIP107975_9,5889.746719956287,5889.806529018527,0.2162958651753372,10.197692134898745,5889.74,2019-07-10T11:39:24.31,5889.8,HIP107975_9,2.11
161,5,HIP107975,HIP107975_5,5889.746719956287,5889.806529018527,0.2173571559490548,10.780595307190676,5889.74,2019-07-10T11:43:51.94,5889.8,HIP107975_5,2.16
162,4,HIP107975,HIP107975_4,5889.746719956287,5889.806529018527,0.2103248947600083,10.364778934043782,5889.74,2019-07-10T11:41:54.20,5889.8,HIP107975_4,2.18
163,3,HIP107975,HIP107975_11,5889.746719956287,5889.806529018527,0.2250092735805119,10.60323419342221,5889.74,2019-07-10T11:46:05.94,5889.8,HIP107975_11,2.15
164,29,HIP45836,HIP45836_4,5895.766470889475,5895.966042923115,0.2122596677607729,10.81403698583832,5895.76,2018-06-19T05:43:52.54,5895.96,HIP45836_4,1.35
165,28,HIP45836,HIP45836_3,5895.766470889475,5895.966042923115,0.199816051436475,10.737026969000407,5895.76,2018-06-19T05:38:25.95,5895.96,HIP45836_3,1.39
166,30,HIP45836,HIP45836_5,5895.766470889475,5895.966042923115,0.193435303792229,10.594436023744882,5895.76,2018-06-19T05:49:07.57,5895.96,HIP45836_5,1.35
167,12,HIP117463,HIP117463_9,5895.866518685154,5896.006220060668,0.3795426756846246,7.550437688942624,5895.86,2019-11-06T08:55:49.85,5896.0,HIP117463_9,7.02
168,11,HIP117463,HIP117463_8,5895.866518685154,5896.006220060668,0.42769089803519,8.259848092217913,5895.86,2019-11-06T08:50:05.64,5896.0,HIP117463_8,8.32
169,10,HIP117463,HIP117463_10,5895.866518685154,5895.986262315981,0.3458011403277321,6.869268756226632,5895.86,2019-11-06T09:01:34.06,5895.98,HIP117463_10,9.93
170,9,HIP114430,HIP114430_12,5896.526876717652,5896.027941395563,0.2458334351594168,12.54801805028676,5896.52,2018-04-02T12:32:30.48,5896.02,HIP114430_12,5.13
171,8,HIP114430,HIP114430_1,5896.526876717652,5896.017963550356,0.1510139268668266,7.317309650933375,5896.52,2018-04-02T12:48:01.11,5896.02,HIP114430_1,2.71
172,7,HIP114430,HIP114430_0,5896.526876717652,5896.007985738922,0.2012846418369158,9.737177097220869,5896.52,2018-04-02T12:40:15.00,5896.0,HIP114430_0,2.49
