,wl,count
614,5348.96,3
615,5404.44,3
616,5204.92,3
617,5001.68,3
618,5405.72,3
619,5899.44,3
620,5888.76,3
621,5382.96,3
622,5528.38,3
623,5328.48,3
624,5383.06,3
625,5661.64,3
626,5396.66,3
627,5895.82,3
628,5476.4,3
629,5528.78,3
630,5382.54,3
631,5444.68,3
632,5476.34,3
633,5006.38,3
634,5403.92,3
635,5084.14,3
636,5082.18,3
637,5383.16,3
638,5108.68,3
639,5587.0,3
640,5405.64,3
641,5403.82,3
642,5275.1,3
643,5403.76,3
644,5462.38,3
645,5447.24,3
646,5572.6,3
647,5260.64,3
648,5446.52,3
649,5235.02,3
650,5587.18,3
651,5463.56,3
652,5578.08,3
653,5444.72,3
654,5017.84,3
655,5183.26,3
656,5328.0,3
657,5205.86,3
658,5157.9,3
659,5171.94,3
660,5208.34,3
661,5380.66,3
662,5172.12,3
663,5083.42,3
664,5108.0,3
665,5349.28,3
666,5586.48,3
667,5380.52,3
668,5403.9,3
669,5274.98,3
670,5142.12,3
671,5182.76,3
672,5383.12,3
673,5586.6,3
674,5586.88,3
675,5200.0,3
676,5587.1,3
677,5254.88,3
678,5602.64,3
679,5141.06,3
680,5183.28,3
681,5191.78,3
682,5216.64,3
683,5183.64,3
684,5196.02,3
685,5138.92,3
686,5370.88,3
687,5084.22,3
688,5572.5,3
689,5861.42,3
690,5064.82,3
691,5796.24,3
692,5446.22,3
693,5525.28,3
694,5431.8,3
695,5624.58,3
696,5641.86,3
697,5171.96,3
698,5453.8,3
699,5030.6,3
700,5370.24,3
701,5315.02,3
702,5087.66,3
703,5226.62,3
704,5276.78,3
705,5256.48,3
706,5475.38,3
707,5205.06,3
708,5152.06,3
709,5047.8,3
710,5284.48,3
711,5369.68,3
712,5588.0,3
713,5104.4,3
714,5587.6,3
715,5455.14,3
716,5388.9,3
717,5250.3,3
718,5794.46,3
719,5181.6,3
720,5378.86,3
721,5050.34,3
722,5183.38,3
723,5188.6,3
724,5256.86,3
725,5191.98,3
726,5890.52,3
727,5252.02,3
728,5005.28,3
729,5039.66,3
730,5215.76,3
731,5084.28,3
732,5232.48,3
733,5069.42,3
734,5612.42,3
735,5592.98,3
736,5573.52,3
737,5455.18,3
738,5166.98,3
739,5083.0,3
740,5084.86,3
741,5051.32,3
742,5022.14,3
743,5413.66,3
744,5380.56,3
745,5649.72,3
746,5018.92,3
747,5035.32,3
748,5576.8,3
749,5208.78,3
750,5862.94,3
751,5063.58,3
752,5065.0,3
753,5167.34,3
754,5166.82,3
755,5065.1,3
756,5079.6,3
757,5140.98,3
758,5323.14,3
759,5524.44,3
760,5454.7,3
761,5888.82,3
762,5397.18,3
763,5042.02,3
764,5160.76,3
765,5039.62,3
766,5051.6,3
767,5324.06,3
768,5039.16,3
769,5284.12,3
770,5381.08,3
771,5275.62,3
772,5233.0,3
773,5215.48,3
774,5726.78,3
775,5206.36,3
776,5206.12,3
777,5745.12,3
778,5191.68,3
779,5615.38,3
780,5429.46,3
781,5462.82,3
782,5708.84,3
783,5577.42,3
784,5644.98,3
785,5662.64,3
786,5028.04,3
787,5005.56,3
788,5658.38,3
789,5858.08,3
790,5578.34,3
791,5462.98,3
792,5154.92,3
793,5588.5,3
794,5586.86,3
795,5586.54,3
796,5200.78,3
797,5167.44,3
798,5586.4,3
799,5110.82,3
800,5079.64,3
801,5079.5,3
802,5328.56,3
803,5189.0,3
804,5195.38,3
805,5039.76,3
806,5215.72,3
807,5232.92,3
808,5041.44,3
809,5316.58,3
810,5370.54,3
811,5168.56,3
812,5397.26,3
813,5404.22,3
814,5424.18,3
815,5424.64,3
816,5314.9,3
817,5264.84,3
818,5445.28,3
819,5217.12,3
820,5245.9,3
821,5586.9,3
822,5261.5,3
823,5064.74,3
824,5064.64,3
825,5051.38,3
826,5035.66,3
827,5327.58,3
828,5328.1,3
829,5378.88,3
830,5445.26,3
831,5141.64,3
832,5142.6,3
833,5571.22,3
834,5328.64,3
835,5475.84,3
836,5350.36,3
837,5302.82,3
838,5160.38,3
839,5274.38,3
840,5275.42,3
841,5283.08,3
842,5047.96,3
843,5197.68,3
844,5171.62,3
845,5199.0,3
846,5205.9,3
847,5215.44,3
848,5652.5,3
849,5615.8,3
850,5445.22,3
851,5122.36,3
852,5100.52,3
853,5097.9,3
854,5454.34,3
855,5250.22,3
856,5083.84,3
857,5078.82,3
858,5382.86,3
859,5110.0,3
860,5198.74,3
861,5266.64,3
862,5370.0,3
863,5525.9,3
864,5183.58,3
865,5224.9,3
866,5084.0,3
867,5086.38,3
868,5141.88,3
869,5107.58,3
870,5051.7,3
871,5504.68,3
872,5040.86,3
873,5013.64,3
874,5456.28,3
875,5217.42,3
876,5259.36,3
877,5006.22,3
878,5001.96,3
879,5795.54,3
880,5041.54,3
881,5014.04,3
882,5781.86,3
883,5396.72,3
884,5508.82,3
885,5585.78,3
886,5463.3,3
887,5434.68,3
888,5616.04,3
889,5069.18,3
890,5615.94,3
891,5087.68,3
892,5362.9,3
893,5364.88,3
894,5100.08,3
895,5100.8,3
896,5274.24,3
897,5108.56,3
898,5110.1,3
899,5111.08,3
900,5658.32,3
901,5522.66,3
902,5721.56,3
903,5205.8,3
904,5002.68,3
905,5899.52,3
906,5450.56,3
907,5894.98,3
908,5890.42,3
909,5142.14,3
910,5190.5,3
911,5208.84,3
912,5380.64,3
913,5888.72,3
914,5127.18,3
915,5227.2,3
916,5282.34,3
917,5326.74,3
918,5153.86,3
919,5856.72,3
920,5162.2,3
921,5183.36,3
922,5324.16,3
923,5103.84,3
924,5055.04,3
925,5047.4,3
926,5462.54,3
927,5031.66,3
928,5167.72,3
929,5199.72,3
930,5017.7,3
931,5586.64,3
932,5586.7,3
933,5586.82,3
934,5382.84,3
935,5253.4,3
936,5587.08,3
937,5207.94,3
938,5192.3,3
939,5101.04,3
940,5006.28,3
941,5454.36,3
942,5035.82,3
943,5445.04,3
944,5261.74,3
945,5521.42,3
946,5297.78,3
947,5154.08,3
948,5277.24,3
949,5276.8,3
950,5276.02,3
951,5268.68,3
952,5095.78,3
953,5036.58,3
954,5424.0,3
955,5424.06,3
956,5032.84,3
957,5147.58,3
958,5429.34,3
959,5139.94,3
960,5429.6,3
961,5099.06,3
962,5658.72,3
963,5888.5,3
964,5303.98,3
965,5316.8,3
966,5047.26,3
967,5284.06,3
968,5453.12,3
969,5269.4,3
970,5380.14,3
971,5001.4,3
972,5226.44,3
973,5171.5,3
974,5249.56,3
975,5577.08,3
976,5216.0,3
977,5193.4,3
978,5166.58,3
979,5166.6,3
980,5166.78,3
981,5889.28,3
982,5168.42,3
983,5888.8,3
984,5455.54,3
985,5890.0,3
986,5586.84,3
987,5460.58,3
988,5899.48,3
989,5476.82,3
990,5148.88,3
991,5095.56,3
992,5572.76,3
993,5899.28,3
994,5041.78,3
995,5428.08,3
996,5157.16,3
997,5405.68,3
998,5895.66,3
999,5404.18,3
1000,5760.5,3
1001,5100.5,3
1002,5297.68,3
1003,5326.94,3
1004,5206.72,3
1005,5272.8,3
1006,5495.08,3
1007,5637.8,3
1008,5454.64,3
1009,5888.6,3
1010,5455.52,3
1011,5141.5,3
1012,5150.88,3
1013,5208.18,3
1014,5152.68,3
1015,5233.24,3
1016,5890.44,3
1017,5171.9,3
1018,5172.22,3
1019,5476.96,3
1020,5322.7,3
1021,5090.72,3
1022,5613.8,3
1023,5316.02,3
1024,5391.08,3
1025,5396.8,3
1026,5088.3,3
1027,5888.88,3
1028,5275.94,3
1029,5423.34,3
1030,5087.0,3
1031,5582.34,3
1032,5029.02,3
1033,5041.36,3
1034,5429.26,3
1035,5151.16,3
1036,5582.94,3
1037,5463.22,3
1038,5006.4,3
1039,5414.7,3
1040,5895.86,3
1041,5166.28,3
1042,5332.52,3
1043,5445.62,3
1044,5424.04,3
1045,5773.02,3
1046,5424.16,3
1047,5763.02,3
1048,5327.94,3
1049,5446.92,3
1050,5041.86,3
1051,5889.9,3
1052,5859.14,3
1053,5148.3,3
1054,5888.52,3
1055,5086.62,3
1056,5577.34,3
1057,5085.56,3
1058,5797.1,3
1059,5445.02,3
1060,5403.96,3
1061,5594.42,3
1062,5324.3,3
1063,5461.16,3
1064,5455.08,3
1065,5051.48,3
1066,5323.9,3
1067,5064.48,3
1068,5476.86,3
1069,5476.1,3
1070,5005.96,3
1071,5462.56,3
1072,5079.52,3
1073,5079.58,3
1074,5079.86,3
1075,5083.94,3
1076,5269.88,3
1077,5108.16,3
1078,5598.5,3
1079,5108.28,3
1080,5339.58,3
1081,5454.72,3
1082,5446.8,3
1083,5275.7,3
1084,5446.68,3
1085,5286.54,3
1086,5110.72,3
1087,5446.6,3
1088,5110.76,3
1089,5446.56,3
1090,5139.3,3
1091,5615.2,3
1092,5615.22,3
1093,5049.28,3
1094,5476.9,3
1095,5658.66,3
1096,5658.54,3
1097,5014.0,3
1098,5014.1,3
1099,5265.82,3
1100,5658.06,3
1101,5446.12,3
1102,5014.18,3
1103,5167.6,3
1104,5036.34,3
1105,5208.32,3
1106,5005.82,3
1107,5324.44,3
1108,5167.26,3
1109,5615.26,3
1110,5149.6,3
1111,5172.14,3
1112,5182.82,3
1113,5658.5,3
1114,5615.56,3
1115,5079.06,3
1116,5328.18,3
1117,5328.22,3
1118,5474.92,3
1119,5476.78,3
1120,5333.76,3
1121,5029.42,3
1122,5656.78,3
1123,5658.34,3
1124,5265.46,3
1125,5040.94,3
1126,5578.12,3
1127,5270.04,3
1128,5039.94,3
1129,5568.32,3
1130,5198.78,3
1131,5334.66,3
1132,5035.78,3
1133,5391.44,3
1134,5196.96,3
1135,5658.68,3
1136,5423.86,3
1137,5896.16,3
1138,5519.68,3
1139,5454.58,3
1140,5324.0,3
1141,5139.56,3
1142,5316.36,3
1143,5275.86,3
1144,5226.84,3
1145,5855.34,3
1146,5205.3,3
1147,5393.54,3
1148,5191.76,3
1149,5188.7,3
1150,5226.6,3
1151,5888.66,3
1152,5888.9,3
1153,5697.78,3
1154,5048.78,3
1155,5167.2,3
1156,5147.96,3
1157,5216.44,3
1158,5141.32,3
1159,5322.62,3
1160,5172.02,3
1161,5042.48,3
1162,5320.16,3
1163,5004.48,3
1164,5138.74,3
1165,5191.62,3
1166,5168.98,3
1167,5191.64,3
1168,5018.5,3
1169,5205.44,3
1170,5194.84,3
1171,5208.88,3
1172,5100.4,3
1173,5208.02,3
1174,5135.96,3
1175,5216.96,3
1176,5005.9,3
1177,5889.92,3
1178,5079.3,3
1179,5188.32,3
1180,5142.66,3
1181,5206.02,3
1182,5085.48,3
1183,5149.5,3
1184,5339.12,3
1185,5383.66,3
1186,5408.68,3
1187,5208.3,3
1188,5476.46,3
1189,5476.44,3
1190,5476.38,3
1191,5212.78,3
1192,5404.4,3
1193,5102.44,3
1194,5099.74,3
1195,5050.0,3
1196,5275.3,3
1197,5048.96,3
1198,5029.06,3
1199,5250.46,3
1200,5405.6,3
1201,5327.88,3
1202,5404.16,3
1203,5040.12,3
1204,5275.8,3
1205,5283.54,3
1206,5340.24,3
1207,5005.78,3
1208,5147.44,3
1209,5328.88,3
1210,5198.24,3
1211,5888.62,3
1212,5349.7,3
1213,5383.08,3
1214,5142.34,3
1215,5041.2,3
1216,5006.08,3
1217,5209.74,3
1218,5557.66,3
1219,5032.94,3
1220,5576.08,3
1221,5445.18,3
1222,5316.66,3
1223,5328.3,3
1224,5275.6,3
1225,5276.1,3
1226,5614.56,3
1227,5455.02,3
1228,5349.22,3
1229,5433.62,3
1230,5171.28,3
1231,5349.34,3
1232,5172.26,3
1233,5476.66,3
1234,5656.76,3
1235,5300.7,3
1236,5349.44,3
1237,5211.8,3
1238,5090.66,3
1239,5148.38,3
1240,5205.98,3
1241,5429.12,3
1242,5206.22,3
1243,5340.36,3
1244,5345.7,3
1245,5328.28,3
1246,5328.36,3
1247,5094.22,3
1248,5138.78,3
1249,5138.88,3
1250,5191.9,3
1251,5445.84,3
1252,5065.48,3
1253,5454.76,3
1254,5208.16,3
1255,5139.0,3
1256,5037.42,3
1257,5139.1,3
1258,5327.74,3
1259,5383.4,3
1260,5191.74,3
1261,5142.18,3
1262,5275.36,3
1263,5348.4,3
1264,5198.12,3
1265,5205.16,3
1266,5625.0,3
1267,5226.82,3
1268,5204.84,3
1269,5216.12,3
1270,5275.68,3
1271,5204.88,3
1272,5204.94,3
1273,5216.02,3
1274,5027.92,3
1275,5275.16,3
1276,5110.46,3
1277,5083.4,3
1278,5262.1,3
1279,5262.24,3
1280,5269.66,3
1281,5172.66,3
1282,5205.56,3
1283,5100.54,3
1284,5283.56,3
1285,5100.0,3
1286,5476.92,3
1287,5459.94,3
1288,5139.24,3
1289,5319.26,3
1290,5171.7,3
1291,5853.36,3
1292,5861.76,3
1293,5564.02,3
1294,5497.66,3
1295,5497.7,3
1296,5283.38,3
1297,5232.44,3
1298,5101.1,3
1299,5168.84,3
1300,5188.54,3
1301,5149.52,3
1302,5234.66,3
1303,5188.14,3
1304,5269.78,3
1305,5572.72,3
1306,5586.8,3
1307,5265.66,3
1308,5201.08,3
1309,5168.04,3
1310,5167.86,3
1311,5167.42,3
1312,5142.36,3
1313,5261.28,3
1314,5404.0,3
1315,5522.02,3
1316,5889.22,3
1317,5215.66,3
1318,5588.88,3
1319,5207.64,3
1320,5183.46,3
1321,5258.38,3
1322,5142.08,3
1323,5183.44,3
1324,5424.02,3
1325,5172.52,3
1326,5340.86,3
1327,5339.84,3
1328,5005.38,3
1329,5267.74,3
1330,5895.02,3
1331,5172.46,3
1332,5444.66,3
1333,5017.44,3
1334,5265.64,3
1335,5006.18,3
1336,5298.02,3
1337,5191.04,3
1338,5260.52,3
1339,5162.92,3
1340,5188.34,3
1341,5147.9,3
1342,5166.52,3
1343,5188.36,3
1344,5577.78,3
1345,5429.08,3
1346,5250.18,3
1347,5147.36,3
1348,5283.22,3
1349,5429.74,3
1350,5587.64,3
1351,5188.44,3
1352,5142.62,3
1353,5626.28,3
1354,5018.46,3
1355,5269.98,3
1356,5446.38,3
1357,5147.98,3
1358,5018.2,3
1359,5655.98,3
1360,5215.58,3
1361,5169.2,3
1362,5275.5,3
1363,5035.14,3
1364,5038.7,3
1365,5429.64,3
1366,5147.74,3
1367,5204.82,3
1368,5005.88,3
1369,5262.02,3
1370,5215.2,3
1371,5005.7,3
1372,5380.5,3
1373,5429.54,3
1374,5429.48,3
1375,5217.46,3
1376,5349.42,3
1377,5316.34,3
1378,5041.08,3
1379,5349.14,3
1380,5145.76,3
1381,5014.22,3
1382,5142.48,3
1383,5446.42,3
1384,5566.54,3
1385,5356.92,3
1386,5890.46,3
1387,5200.76,3
1388,5316.3,3
1389,5172.34,3
1390,5216.2,3
1391,5324.24,3
1392,5249.96,3
1393,5214.76,3
1394,5250.98,3
1395,5269.76,3
