Star_name,Velocity_shift [km/s],X-corr_peak
GJ144_2,10.147632919408267,145.1503984820424
HIP109388_0,-31.9650436961656,140.87272635525787
HIP94650_11,-56.8267443487962,165.53631033580368
HIP79882_0,16.236212671061068,154.43851683921548
HIP60303_2,17.250975962936423,144.8161265450499
HIP7748_4,-22.32479242277314,159.06658902937318
HIP99742_2,-70.52604878988771,0.46953212476220846
HIP36366_0,-79.15153677138447,4.8748211776933275
KIC8462852_59,-39.57576838565494,297.807408833936
HIP108917_4,-11.162396211386966,13.351492942131957
HIP5310_1,-74.07772031168034,0.8316687357271046
TIC317597583_2,34.501951925855984,144.31706206410283
HIP112245_9,-50.73816459704133,99.86576086717281
HIP70475_1,15.22144937914184,390.99085279166746
HIP111169_10,-84.22535323116989,0.6689000513418376
HIP73695_1,-17.250975962977797,37.89434747422816
HIP116838_1,-11.669777857312178,196.60059236124576
HIP36985_2,7.103343043572382,118.27759871173036
HIP6379_4,-33.48718863404727,128.97907016425344
HIP71957_8,-1.0147632919422942,8.13497704821869
HIP29277_2,-10.655014565388093,328.93727716258184
HIP117779_2,18.265739254987928,174.27962575149377
HIP88175_4,-73.57033866570968,6.6169779475539015
HIP46343_0,3.0442898758224795,177.33033963018838
HIP60866_0,10.14763291939868,185.52248515561527
GJ144_3,14.206686087171573,143.55892225101988
HIP4872_7,-14.206686087185279,122.276940843199
HIP94650_12,-57.84150764082132,165.80601273786644
HIP109388_1,-31.45766205027124,134.93145032197964
HIP79882_1,-6.088579751644959,157.8014962388809
HIP60303_3,17.250975962961085,141.0673613133335
HIP7748_5,-37.03886015582117,160.06945683134563
HIP104139_0,-15.22144937911093,0.5622230689186437
HIP12777_0,53.782454472710214,47.357361222212695
HIP112918_0,-11.162396211338574,168.70916555140408
HIP108917_5,-21.81741077673782,11.669702144518359
TIC317597583_3,18.265739254917627,127.17147766489624
KIC8462852_60,-38.053623447798884,330.30139837466174
HIP5310_2,-82.19582664728627,1.2673495185184318
HIP116838_2,-11.162396211349094,198.5638767965019
HIP70475_2,15.2214493791124,517.7058052294719
HIP111169_11,-85.24011652290781,0.5884016362387404
HIP73695_2,-31.457662050106265,48.447617807316355
HIP6379_5,-33.48718863407959,145.0738832467777
HIP71957_9,17.250975962994055,8.168680284340809
HIP88175_5,-74.07772031175182,6.543487119381203
HIP117779_3,-1.0147632919379288,143.96950031857955
HIP50384_0,48.70863801315967,44.314392697294295
HIP4872_8,-14.206686087144764,118.57295170373304
GJ144_4,14.206686087171573,143.60811893816535
HIP29277_3,-12.177159503318991,139.9821536009665
HIP46343_1,3.044289875828368,169.27914583188718
HIP94650_13,-54.79721776480464,163.30872238072686
HIP60866_1,10.147632919408267,184.48589120940971
HIP109388_2,-31.457662050180815,130.29326217470478
HIP79882_2,-6.088579751644959,157.76418756135465
HIP17749_0,-3.044289875819611,152.8535602619602
HIP60303_4,29.428135466368545,161.88104772805204
HIP112918_1,-7.103343043572382,207.48638233521797
HIP12777_12,20.29526583878757,46.52093782787514
HIP104139_1,-74.07772031168034,0.5725790602891045
HIP116838_3,-12.177159503289918,193.49288387254146
HIP108917_6,-10.655014565383336,11.673026021171863
HIP5310_3,-78.13677347940563,0.8322505938217084
TIC317597583_4,18.26573925493488,116.56434329124887
HIP111169_12,-57.841507640627604,0.8683157012590837
HIP73695_3,-17.250975962977797,37.73171603451408
KIC8462852_62,-45.156966491324,224.61730063186099
HIP117779_4,18.265739254987373,161.7322139127015
HIP6379_6,-27.3986088823765,132.5048936155276
HIP66886_0,-10.655014565388093,180.23275521046625
HIP88175_6,-71.03343043579093,6.593035448933935
GJ144_5,16.236212671053227,143.0502859047443
HIP50384_1,48.70863801318319,44.36745062726401
HIP71957_18,-81.1810633550343,8.158664547240177
HIP94650_14,-54.79721776480464,163.29227052694117
HIP46343_2,2.0295265838816534,170.783161401647
HIP4872_9,-14.206686087171573,123.66660623946552
HIP60866_2,-28.4133721743981,194.32992761527035
HIP29277_4,-13.191922795218316,698.2066696073065
HIP109388_3,-38.56100509377003,116.27450546643168
HIP112918_2,-7.1033430435655,183.50368336696295
HIP17749_1,-3.0442898758224795,152.48696070285692
HIP79882_3,-35.51671521792893,153.26597973974472
HIP116838_4,-11.162396211349094,197.83296695149295
HIP60303_5,17.250975962936423,145.2821122748834
HIP104139_2,-75.09248360362116,0.43091996481494044
HIP5310_4,-73.06295701973951,0.855939328966432
TIC317597583_5,18.26573925486492,113.94431925544556
HIP108156_0,-28.413372174343145,155.4099864034172
HIP12777_13,20.29526583878757,46.684332909005775
HIP74689_0,-81.18106335495527,1.4646147007914587
GJ144_6,16.236212671053227,143.97921480845062
HIP7513_0,-50.73816459704133,53.51564438665417
KIC8462852_63,-47.186493075248684,109.60260020233119
HIP111169_14,-39.575768385692726,0.6516823021323372
HIP117779_5,21.310029130706827,163.2816466770551
HIP46343_3,2.029526583886499,176.00786446201218
HIP50384_2,48.70863801315967,44.19753211844642
HIP66886_1,-11.162396211349094,200.09487295910944
HIP60866_3,-23.339555714639012,179.2977303130028
HIP94650_15,-54.79721776470123,165.4466682584129
HIP75722_0,18.26573925493488,165.87885930911344
HIP29277_5,-12.177159503313481,128.18844137283804
HIP4907_0,-20.295265838836116,112.8822274626745
HIP71957_20,-27.39860888240183,8.40168000834557
HIP109388_4,-40.08315003172011,147.70404529631165
HIP116838_5,-11.162396211349094,199.55780351804992
HIP112918_4,-2.0295265838758576,171.25386526282998
HIP79882_4,-6.088579751644959,154.95048658768755
HIP110640_0,-13.191922795230745,173.29428066003163
HIP104139_3,-77.12201018750281,0.6107215043484852
HIP113357_1,-36.53147850994042,131.1014660571549
HIP17749_2,16.743594317013976,287.6103005383876
HIP5310_5,-56.82674434868532,37.84184603231745
HIP74689_1,-77.1220101876497,1.1772803894953174
HIP12777_14,20.29526583878757,46.6440347380514
GJ144_7,16.236212671053227,143.5618432222267
HIP117779_6,18.265739254952585,3124.2538105296703
HIP7513_1,-50.73816459704133,53.64676546838381
HIP108156_1,-28.413372174343145,155.57664142872704
HIP46343_4,2.0295265838874856,169.38248130234925
KIC8462852_64,-45.15696649136605,899.547312009175
HIP60866_4,10.147632919408267,186.25504635991697
HIP111169_15,-81.18106335511294,0.6517746549223032
HIP52469_0,-81.18106335530533,5.617755698507299
HIP75722_1,18.26573925493488,167.40217628671
HIP66886_2,-11.16239621132803,191.96358295522046
HIP94650_16,-59.87103422456654,164.02894417435098
HIP4907_1,-20.295265838836116,112.11731255272367
HIP103650_0,-18.26573925490041,171.16115011804814
HIP29277_6,13.191922795199465,152.34151475300692
HIP116838_6,-12.177159503289918,193.57394066580628
HIP109388_5,-40.0831500317187,2051.285170135522
HIP112918_5,-11.162396211338574,3276.120113344458
HIP110640_1,-24.354319006579836,176.1592909365598
HIP81833_0,25.369082298520667,131.51386470902722
HIP17749_3,16.743594317013397,1038.3436206238214
HIP104019_0,-80.16630006309637,3.2169993896392075
HIP74689_2,-59.87103422450974,1.4186845365760437
HIP113357_2,-36.53147850994042,109.04772336869435
HIP5310_6,-77.12201018750281,7.922890145434674
HIP32439_0,34.501951925955595,54.336175524677664
HIP108156_2,-25.369082298520667,155.14608904011263
HIP117779_7,20.295265838816533,200.57545462396604
HIP46343_5,-2.0295265838816534,164.09746809478972
HIP60866_5,-28.413372174262,181.58607035825182
HIP1803_4,-27.39860888240232,93.2493112942688
HIP75722_2,22.324792422698188,162.87183451154166
GJ144_17,39.575768385560025,143.9109740729149
HIP7513_2,-50.73816459704133,53.66907268555852
KIC8462852_65,-87.26964310691159,177.6228974995122
HIP52469_1,-80.16630006332531,5.573951118172228
HIP103650_1,-18.265739254917666,175.29780941963884
HIP94650_17,-56.8267443488791,181.81826466290465
HIP4907_2,-21.310029130819245,108.05553477887275
HIP111169_16,-67.98914056003588,0.27976873823812015
HIP116838_7,-12.177159503289918,193.77306161858397
HIP112918_6,-2.0295265838797407,175.53072089462447
HIP110640_2,-24.35431900649848,178.00175841386945
HIP110750_0,-35.51671521781029,192.80144688156827
HIP29277_7,13.191922795180218,167.31212698110878
HIP81833_1,25.369082298520667,131.6605373949097
HIP74689_3,-80.67368170925664,1.4224281610718863
HIP104019_1,-9.132869627485105,3.2363367168240598
HIP17749_4,16.236212671037926,379.4830227419862
HIP113357_3,-32.472425342106455,104.71858245411737
HIP32439_1,34.50195192598811,53.9890377119223
HIP108156_3,-25.369082298520667,154.4485505287083
HIP3765_0,-33.48718863407959,139.6573924778908
HIP86340_0,3.0442898758224795,170.2844205193335
HIP60866_6,-28.413372174262,191.39150131093731
HIP16846_0,-35.516715217928436,33.418533711151646
HIP117779_8,-1.0147632919398704,142.20749458826626
HIP103650_2,-18.26573925493488,171.27213576728343
HIP79607_0,33.48718863406345,1921.6938829114522
HIP4907_3,-21.31002913075736,107.76790579069888
HIP52469_2,-80.16630006340266,5.5628835932732175
HIP116838_8,-11.16239621138657,196.96604162436026
HIP94650_18,-54.79721776496212,164.63479935793018
KIC8462852_66,-52.26030953495184,156.1557990817703
HIP7513_3,0.0,76.02204701030082
HIP75722_3,22.324792422741364,157.67185264929344
HIP112918_7,-2.02952658387388,180.3189008576226
HIP111169_17,-80.16630006313514,0.5172292908183675
HIP110750_1,-35.51671521784471,172.44570434797217
HIP29277_8,13.191922795186617,130.39466586474376
HIP110640_3,18.26573925493488,184.99646197327374
HIP81833_2,-4.059053167763307,131.17643360771905
HIP113357_4,-32.472425342106455,103.15914491605531
HIP75809_0,-6.088579751650835,85.59214898957987
HIP104019_2,-80.1663000631352,3.2484473903789914
HIP108156_4,-25.369082298496764,155.13486150447633
HIP60866_7,-23.339555714661536,179.8102448898046
HIP17749_5,16.236212671099885,187.58648700497335
HIP15648_0,-78.13677347944365,0.46258374594006707
HIP86340_1,-1.01476329193694,171.889894309967
HIP7535_0,-20.295265838816533,3.555748048085792
HIP117779_9,20.295265838816533,140.21968232700596
HIP103650_3,-18.265739254882718,175.0697952813023
HIP79607_1,-18.26573925493341,14.943983467213124
HIP94349_0,-41.60529496953468,153.79287993393845
HIP4907_4,-21.310029130717147,109.49433901077272
HIP116838_9,-12.17715950324924,196.10735116916416
HIP52422_0,-78.13677347951905,0.7853878760117547
HIP75722_4,36.53147850986976,163.87453618081443
HIP16846_1,-39.068386739721575,33.709651097197934
HIP112918_8,-11.16239621132803,168.10392293775752
HIP110640_4,-13.191922795230745,172.1312991111117
HIP111169_18,-53.7824544728643,0.6779780002351924
KIC8462852_67,-27.398608882427776,224.90119423559983
HIP7576_0,-11.162396211349094,131.12100520979865
HIP110750_2,-35.00933357194027,171.44051257678677
HIP29761_0,7.103343043609673,121.45759331100516
HIP113357_5,-32.472425342106455,103.28440051231503
HIP108156_5,-28.413372174343145,155.326169465346
HIP81833_3,25.369082298520667,131.59034222757313
HIP75809_1,-13.191922795230745,86.9567719936245
HIP60866_8,-23.339555714639012,180.03197255098394
HIP86340_2,3.0442898758224795,169.56767937353447
HIP1463_0,-27.398608882376436,143.4682350509665
HIP103650_4,-18.26573925490041,170.05425516067965
HIP104019_3,-80.1663000635557,3.229536640561539
HIP17749_6,13.191922795186674,165.22612056063699
HIP15648_1,-82.70320829317852,0.49300778583178123
HIP4907_5,-33.48718863404727,125.44337408071699
HIP443_0,4.059053167763307,165.05078224452942
HIP94349_1,-44.64958484539738,143.4141272223371
HIP7535_1,31.45766205013598,3.504732128285173
HIP52422_1,-80.16630006324976,1.7579460389085055
HIP75722_5,18.26573925497021,179.69244663398567
HIP79607_2,-80.16630006359446,42.57611977419419
HIP112870_0,-1.0147632919389116,111.40358654740957
KIC8462852_68,-21.310029130744685,16536.31568280692
HIP7576_1,-11.162396211349094,130.73719999191658
HIP16846_2,-40.083150031661916,33.57784262437334
HIP111169_19,-54.79721776480366,0.6396341772582869
HIP110750_3,-20.295265838836116,164.65256860605626
HIP113357_6,-36.53147850994042,111.87910056009402
HIP110640_5,-13.191922795230745,172.5401208561881
HIP29761_1,7.610724689550487,121.94427217065629
HIP63742_0,4.05905316775555,114.82307155134225
HIP17749_7,12.684541149246584,376.29968314552144
HIP108506_0,-66.46699562209162,166.9762943643406
HIP86340_3,3.0442898758122965,171.553768119325
HIP103650_5,-18.26573925496967,619.4167514834529
HIP1463_1,8.118106335542315,226.32439054213884
HIP104521_0,11.162396211349094,37.6812872764975
HIP443_1,33.48718863406345,163.06101747891515
HIP75809_2,-6.088579751650835,85.28722616899643
HIP7535_2,31.45766205013598,3.523436541964475
HIP15648_2,-80.16630006332531,0.5418392202866867
HIP75722_6,22.324792422698188,160.483444175686
HIP79607_3,-46.17172978328588,15.011254185538979
HIP94349_2,-42.620058261434295,282.885883500439
HIP52422_2,-84.73273487705927,0.7817158474539041
HIP4907_6,-21.310029130717147,109.63841865840004
HIP84123_2,23.339555714684153,251.65533920829697
HIP7576_2,-11.162396211349094,130.8175031325057
HIP112870_1,5.073816459696883,113.70793151709563
KIC8462852_69,-74.07772031167985,2079.868496607113
HIP17395_0,-79.15153677138447,4.261030390427286
HIP110640_6,18.26573925493488,173.71761745798892
HIP110750_4,5.073816459704133,172.75941675637583
GJ860A_0,-20.295265838836116,143.83510772171425
HIP95853_0,-80.16630006355813,0.8292005607688419
HIP29761_2,7.103343043585786,120.61181136987479
HIP108506_1,-53.78245447286381,163.92754312463126
GJ687_0,-24.35431900660334,128.23389888485875
HIP103650_6,-33.48718863407959,173.99853063150462
HIP17749_8,-3.0442898758224795,151.60272232706907
HIP63742_1,12.177159503266942,113.82350962978524
HIP68184_0,-10.147632919398703,186.39713235133775
HIP104521_1,-7.103343043585786,38.092437229213154
HIP1463_2,9.132869627454408,150.47521604262116
HIP79607_4,-36.53147850986828,15.392790600784295
HIP15648_3,-80.16630006332531,0.5234671295615138
HIP75809_3,-6.088579751644959,85.3801037357196
HIP443_2,0.0,164.55188088893757
HIP4907_7,-20.295265838836116,112.32874564257509
HIP52470_0,-19.28050254689431,96.15658407814585
HIP7535_3,31.45766205007579,3.6158845458157565
HIP94349_3,-40.59053167767223,224.67154603520896
HIP112870_2,-1.01476329193694,112.10225944923076
HIP7576_3,-9.132869627476254,129.0523895198241
HIP84123_3,24.35431900658044,398.4585843894106
HIP112496_0,-41.60529496969346,172.82324611751957
KIC8462852_70,-79.65891841746723,197.0870367344742
HIP17395_1,-80.67368170917845,4.364219755263624
HIP110640_7,18.26573925493488,173.65653461804047
HIP108506_2,-53.78245447286381,162.37910224696816
HIP29761_3,15.2214493791124,126.16124880505139
GJ860A_1,-18.265739254987373,233.58641230756214
HIP17749_9,16.236212671107822,157.0147787985701
HIP110774_0,16.23621267099105,185.07533034593098
HIP95853_1,-83.21058993914778,0.8263713850605461
GJ687_1,-24.354319006579836,127.7482266874308
HIP68184_1,-10.147632919398703,186.58090848422185
HIP443_3,0.0,164.51909162084795
HIP63742_2,4.059053167753682,115.274579427809
HIP52470_1,-19.280502546875702,95.87330102370623
HIP75277_0,4.059053167765267,126.56403133437384
HIP1463_3,9.132869627471848,346.2283627499642
HIP79607_5,-44.6495848453949,14.957372065489176
HIP25278_0,67.98914055997132,37.08043159593921
HIP104521_2,11.162396211349094,37.25140028172743
HIP4907_8,-21.31002913075736,106.74598723563885
HIP112870_3,-0.5073816459687179,110.52363608051768
HIP112496_1,-41.605294969614036,172.5977458549828
HIP7576_4,-9.132869627476254,127.84446829396377
HIP94349_4,-39.57576838573043,281.80732842579886
HIP105860_0,-36.53147850999241,10.235773405555166
KIC8462852_71,-27.39860888241555,168.05712408549604
HIP5346_0,-47.1864930752477,4.52531873949248
HIP108506_3,-66.46699562209162,166.32589444565272
HIP110640_8,-24.35431900660334,178.96990489354036
HIP17395_2,-78.13677347944365,4.385172259806581
HIP64924_0,24.354319006579836,92.1970839785248
GJ860A_2,-21.310029130675755,123.7538445952611
HIP17749_10,15.221449379083676,532.8330904847709
HIP110774_1,15.22144937913449,385.21717836990257
HIP95853_2,-80.16630006332531,0.8052633017965447
GJ687_2,-24.354319006626945,131.04073758476628
HIP68184_2,-10.147632919398703,185.81944023162637
HIP75277_1,4.059053167771157,126.59197151534171
HIP443_4,1.0147632919408267,165.0572584962839
HIP110395_0,-83.21058993891015,0.47192024485346645
HIP25278_1,70.01866714378323,37.26728902713863
HIP52470_2,-19.280502546875702,95.9771349076272
HIP7576_5,-9.13286962746744,127.1336050738501
HIP4907_9,-21.310029130737277,109.69242668125987
HIP112496_2,-41.60529496969346,206.29465743274156
HIP108506_4,-60.8857975164496,164.48086500865978
HIP63742_3,4.05905316774776,114.69661052303155
HIP104521_3,11.162396211349094,37.134786491387395
HIP112870_4,-1.0147632919389116,112.71320916150671
KIC8462852_72,-47.693874721263896,367.4870772329388
HIP94349_5,-39.57576838557922,183.71898507296797
HIP88771_0,-49.21601965913082,3.2660036533631795
HIP105860_1,-37.546241801918484,10.271745426428032
HIP17749_11,12.17715950330724,493.4108298986675
HIP5346_1,-78.13677347944365,4.530044016521383
HIP64924_1,24.354319006579836,89.91762272415959
HIP17609_0,41.09791332358116,132.36386725422685
HIP113944_2,5.073816459704133,171.34455651835756
GJ687_3,-25.3690822984235,125.32831058495435
HIP110774_2,15.22144937914184,1351.8144344598488
HIP95853_3,-80.16630006324976,0.7826707448243791
GJ860A_4,-29.428135466256244,180.2816618810233
HIP443_5,1.0147632919408267,164.6393777888583
HIP75277_2,5.073816459696883,125.12768485482844
HIP68184_3,-10.147632919398703,185.71350718824817
HIP112496_3,-23.339555714639012,169.95927817710165
HIP56238_0,-0.50738164596921,143.28338398282403
HIP112870_5,4.059053167765267,114.29126731409684
HIP7576_6,21.31002913075736,127.29969990723696
HIP110395_1,-60.37841587047845,2.0644727849025197
HIP5957_0,-11.669777857312178,195.5769395087813
HIP108506_5,-60.8857975164496,164.56436317365498
HIP25278_2,-78.13677347944365,37.25287719973738
HIP63742_4,12.17715950324924,115.1582954805603
HIP105860_2,-32.47242534207585,10.272367119160679
HIP105769_0,-70.5260487898882,3.4975427014955667
HIP94349_6,-38.561005093678645,198.286692535803
KIC8462852_73,-77.12201018735544,233.45098447934427
HIP17749_12,15.221449379098058,164.45094497165033
HIP5346_2,-31.965043696150985,5.716234801456147
HIP88771_1,-34.50195192605484,3.824993203791184
HIP110774_3,16.236212671037887,173.36214002060856
HIP17609_1,41.60529496949538,132.59732619269857
HIP113944_3,5.073816459713948,160.19727382491354
GJ860A_5,-18.26573925493488,130.8363762221189
HIP64924_2,24.354319006579836,106.14959505648955
HIP95853_4,-81.1810633549552,0.765750360475303
HIP75277_3,8.118106335526614,126.45292899936402
GJ687_4,-24.35431900660334,128.54665338575396
HIP443_6,1.0147632919408267,165.49916420009953
HIP112870_7,0.0,114.50509205448031
HIP56238_1,-1.0147632919442335,123.87052248771515
HIP68184_4,-13.191922795243476,185.27134577730763
HIP108506_6,-53.78245447286381,163.4837042800737
HIP7576_8,21.31002913075736,130.90959259131898
HIP5957_1,-11.162396211359912,155.62256310162627
HIP112496_4,-23.339555714684153,189.30176636250644
HIP103859_0,1.0147632919413168,164.15053545452355
HIP25278_3,70.01866714381714,37.273977310437765
HIP110395_2,-91.83607792064456,0.8173661607789627
HIP17749_13,15.221449379098058,159.17393246276114
KIC8462852_74,-35.516715217928436,17752.590665833366
HIP105769_1,-48.70863801315967,3.6022469179253878
HIP63742_5,12.177159503272545,114.7700179306306
HIP5346_3,-22.324792422698188,4.5425121232906776
HIP88771_2,-48.70863801315919,3.2718197091565635
HIP17609_2,41.60529496951444,146.87756158172604
HIP94349_7,-37.546241801739725,247.79281989388858
HIP113944_4,13.191922795230745,174.54243638730335
HIP110774_4,16.236212671100464,170.68615297041808
GJ860A_6,-21.310029130696485,128.60643610894286
HIP75458_0,1.014763291939868,210.74681671264008
HIP443_7,-2.0295265838816534,166.91910449561342
HIP95853_5,-84.22535323116989,0.7469711043664217
GJ687_5,-24.35431900666247,135.32005031667185
HIP108506_7,-66.46699562209162,166.42963148331927
HIP64924_3,-25.369082298520667,108.57547733784799
HIP68184_5,-10.147632919398703,187.10251520407812
HIP5957_2,-11.16239621132803,154.33993419952915
HIP116085_0,-32.472425342106455,137.90619169479334
HIP7734_0,-18.26573925493488,109.22940095924218
HIP112496_5,-23.339555714717374,179.8994361585187
HIP103859_1,1.0147632919432494,164.49958609898488
HIP56238_2,-1.0147632919427894,118.31437672242807
HIP110395_3,-42.62005826151618,0.9032551373450133
GJ866_0,-6.595961397615128,526.711003578289
HIP78180_0,-59.363652578537625,3.106127308448377
KIC8462852_75,-75.09248360362166,260.18063245675074
HIP88771_3,-79.15153677138447,3.1249633851231966
HIP74995_0,11.162396211349094,125.69552823596236
HIP113944_5,13.191922795211923,216.87507316745982
HIP17609_3,19.280502546839323,152.98096604467835
HIP63467_0,-1.0147632919413168,168.8493529894073
HIP105769_2,-32.47242534213778,3.5502301460752066
HIP110774_5,15.2214493791124,294.6939948378812
HIP94349_8,-43.63482155360228,157.52423905514198
HIP75458_1,1.0147632919408267,211.78912216747543
HIP443_8,-2.0295265838816534,166.17301913614037
GJ860A_7,-21.31002913075736,124.57848703294745
HIP108506_8,-60.8857975164496,164.37331034424892
HIP95853_6,-80.16630006332531,0.874087038615532
GJ687_6,-25.3690822984235,125.05210579276303
HIP65515_0,4.059053167763307,123.19064738796995
HIP114886_0,-9.13286962746744,151.9175119741848
HIP7734_1,-18.26573925493488,109.55482362487419
HIP103859_2,1.0147632919442389,164.9651082619396
HIP116085_1,-32.472425342106455,141.29256906977568
HIP110395_4,-81.18106335534446,1.0263218014565292
HIP68184_6,-10.147632919379278,187.23284039729387
HIP5957_3,-11.162396211349094,153.81201589720618
GJ866_1,-7.610724689555955,299.59864225657674
HIP113944_6,13.191922795186674,215.69242491740962
HIP52600_0,8.625487981495272,124.33639253562761
KIC8462852_76,-49.21601965912838,292.17196594029735
HIP63467_1,-1.0147632919398704,459.33175516076
HIP99770_0,-80.1663000635557,0.5118446025755552
HIP74995_1,3.04428987581231,198.94030505626617
HIP78180_1,-80.16630006332531,3.078134925520366
HIP443_9,0.0,164.94046093940983
HIP75458_2,-16.236212671037926,206.21222168231841
HIP105769_3,-77.12201018750281,3.255618681500966
HIP59000_0,-71.03343043585787,168.06492364729095
HIP18907_0,-39.57576838569077,0.8781939516105925
HIP108782_0,1.0147632919408267,388.0643690268298
HIP94349_9,-40.08315003164225,143.23281686359033
HIP95853_7,-78.13677347944365,0.9106588782452424
GJ860A_8,-18.26573925496967,2762.748593072707
HIP65515_1,4.059053167763307,123.09653926451314
HIP116085_2,-32.472425342106455,139.41743346711417
HIP110395_5,-48.70863801316017,0.8438088990679349
HIP7734_2,-18.26573925493488,109.88127585323292
