,Star_name,Velocity_shift [km/s],X-corr_peak
0,HIP5364_1,29.935517112252505,202.86389977716942
1,HIP4436_1,-81.18106335518962,2.6300703417103146
2,HIP20635_1,-80.16630006305748,2.8329453495026384
3,HIP110640_2,-24.354319006579836,171.09753627117027
4,HIP9487_1,-35.516715217927946,3.4927531465503434
5,HIP86287_2,-9.132869627458833,117.46426224537903
6,HIP59608_2,34.50195192605484,14.11505285150409
7,HIP108506_2,-53.78245447286381,164.02466461314143
8,GJ1002_1,-21.31002913075736,42.93224998747951
9,HIP96441_23,10.147632919369409,123.96017145362983
10,TIC328350926_1,38.053623447781234,250.48623914130042
11,HIP49127_1,-77.12201018750281,0.5483324421034373
12,HIP104139_1,-56.826744348579055,12.32072666788648
13,HIP16499_1,-75.59986524962758,0.6830551084638697
14,HIP70400_2,8.118106335526614,126.45292899936402
15,HIP75277_2,-56.31936270266351,112.66439810375685
16,KIC8462852_14,-49.72340130505365,138.7958736846293
17,HIP101955_1,-16.743594317022414,5.46025574407921
18,HIP9153_2,24.354319006579836,109.93152000373045
19,HIP116819_2,36.53147850997475,139.8546168174754
20,HIP114233_1,14.2066860871513,64.57704098246846
21,HIP83601_2,21.310029130675755,168.449571301182
22,HIP22498_1,-23.339555714639012,114.60714912395878
23,HIP64577_1,-78.13677347944365,0.8714299319497907
24,HIP36393_1,-14.206686087124051,34.45487221333835
25,HIP78072_8,3.0442898758224795,170.58280084544907
26,HIP86340_1,23.339555714639012,205.9776284841126
27,HIP5364_2,18.26573925493488,175.86909196591367
28,HIP110640_3,-20.295265838816533,3.555748048085792
29,GJ1002_2,-80.16630006340266,2.6441027133034454
30,HIP7535_1,-72.04819372783248,0.7160071696679742
31,HIP20635_2,-90.82131462870473,0.271483829085246
32,HIP59774_1,16.23621267099104,267.3313075155442
33,HIP49669_1,-52.767691180873264,12.061043588276254
34,HIP70475_1,36.53147850986976,141.97363798247315
35,HIP16499_2,-60.8857975164496,165.13705858362377
36,HIP91605_1,-11.162396211349094,111.79365756712279
37,HIP108506_3,-79.15153677138447,2.6479476860756
38,HIP116819_3,-42.62005826151374,124.57495829881678
39,HIP4436_2,-58.85627093256795,133.7982661111682
40,KIC8462852_15,-82.19582664728627,7280.729306726403
41,HIP101955_2,22.324792422719725,165.2253084248056
42,TIC332064670_1,36.53147850997605,238.24307170656598
43,HIP22498_2,-81.18106335534446,2.4566587625215273
44,HIP114233_2,-75.09248360362116,0.43091996481494044
45,HIP9487_2,-7.103343043606415,26.519728512790362
46,HIP104139_2,-33.48718863404727,100.65864736450048
47,HIP83608_1,-38.561005093678645,117.09108843233791
48,HIP96895_1,-1.0147632919432494,32.95632794821563
49,HIP64577_2,31.45766205016563,115.93883439756205
50,HIP36439_1,-80.16630006317403,3.0750320672631957
51,HIP12781_1,-42.62005826159716,160.92192387012793
52,HIP78180_1,-1.01476329193694,171.889894309967
53,HIP5369_1,-80.16630006344167,1.7936275081222801
54,HIP86340_2,-35.51671521781029,173.63243541470118
55,HIP50372_1,10.147632919408267,145.36157483285578
56,HIP110750_1,0.0,11.761885248712366
57,GJ144_1,-57.841507640627114,12.686555095479633
58,HIP1086_1,-15.2214493791124,20.483112688257723
59,HIP16499_3,4.059053167763307,165.05078224452942
60,HIP70497_1,-77.12201018750281,2.515026948295972
61,HIP443_1,-83.21058993899076,0.39189550246078614
62,HIP20641_1,21.31002913075736,172.57171506470243
63,HIP59774_2,31.457662050106265,3.4962965937554227
64,HIP10416_1,-57.841507640627114,134.38887482541648
65,HIP7535_2,38.561005093751405,142.65450113379168
66,HIP101955_3,2.5369082298484518,198.13072303994852
67,HIP91605_2,24.354319006579836,109.55369185159095
68,KIC8462852_16,-10.147632919442696,27.23143222937986
69,HIP116819_4,-82.19582664720694,3.4085215964522226
70,HIP83608_2,50.73816459713947,587.4273578409611
71,HIP9487_3,-9.13286962746744,84.97730925240752
72,HIP22498_3,16.236212671037887,118.99278043685729
73,HIP114379_1,-36.53147850999241,116.95526187941442
74,TIC347332255_1,-32.47242534221547,96.61509602939401
75,HIP64577_3,-78.6441551254143,2.320318057644592
76,HIP96895_2,37.54624180181058,117.60216828805743
77,HIP36850_1,-49.7234013051005,140.969637142796
78,HIP12781_2,-3.0442898758224795,156.90207407378327
79,HIP5369_2,-80.16630006305748,3.4291723332811155
80,HIP86456_1,33.48718863411205,163.6310682755021
81,HIP78180_2,-20.295265838836116,164.65256860605626
82,HIP443_2,-67.98914056003588,1.8867997081551604
83,HIP110750_2,-26.383845590486953,11.097898840864675
84,HIP50372_2,-30.95028040419448,33.68272048372426
85,HIP1086_2,2.0295265838816534,175.98019656942802
86,HIP16846_1,24.354319006579836,165.73858698688613
87,HIP10416_2,31.457662050195985,140.69487090301672
