,Star_name,Velocity_shift [km/s],X-corr_peak
0,GJ1002,-19.280502546941126,1735.275958397093
1,HIP4845,13.191922795218316,145.9114380871484
2,TIC158025009,22.324792422623602,149.44624824034923
3,HIP64241,8.118106335518963,19.007409075239096
4,HIP25878,-11.162396211349094,120.9893117441797
5,HIP96285,-58.85627093256795,154.18085157358658
6,HIP115445,48.70863801315967,137.23374994454664
7,HIP109980,-11.162396211349094,172.2946197415989
8,HIP86032,-85.24011652294911,0.9879578740911015
9,HIP80459,-3.0442898758254175,118.88315995507905
10,HIP76233,-21.31002913075736,57.62794948221583
11,HIP91430,-22.324792422698188,155.0536743615959
12,HIP103859,1.0147632919442389,165.4288218597945
13,HIP70218,-12.177159503266942,166.83789822674424
14,HIP13601,0.0,121.03316784434408
15,HIP19859,-11.162396211349094,81.17951460475054
16,HIP36393,-78.13677347944365,0.8714299319497907
17,HIP56802,-14.206686087171573,53.539355505189015
18,HIP11000,38.561005093751405,176.30840878257564
19,HIP86087,-10.147632919418058,118.4575840947204
20,HIP64394,-13.191922795230745,78.89894066431849
21,HIP36439,-1.0147632919432494,32.95632794821563
22,GJ144,16.236212671053227,143.87890436961587
23,HIP9153,-16.743594317022414,5.46025574407921
24,HIP70400,-80.16630006317403,0.8187739424870113
25,HIP4849,35.516715217861915,149.5624764826665
26,HIP13642,27.39860888240232,171.44388891877534
27,HIP26366,127.86017478479148,118.41764960744204
28,HIP104019,-80.16630006332531,3.225362783339533
29,HIP56809,1.0147632919408267,70.05401604469013
30,HIP115562,-14.20668608719905,113.8322584986319
31,HIP19930,34.50195192598811,149.01422956098534
32,HIP96395,-18.26573925493488,81.633197091247
33,HIP76267,-61.90056080839042,0.36699094253478676
34,HIP80480,-56.319362702714656,3.465846403153576
35,TIC159418353,-27.3986088823765,216.8022645241193
36,HIP13665,19.280502546875702,31.093488775159674
37,HIP11029,-80.1663000635557,4.4734753649124945
38,GJ234,40.59053167755647,908.1143396526685
39,HIP11565,16.236212671053227,161.89993027954964
40,HIP91605,38.561005093751405,142.65450113379168
41,HIP64577,-38.561005093678645,117.09108843233791
42,HIP76315,3.044289875819611,168.47044613983658
43,HIP57328,-79.1515367714612,1.0549104312071556
44,HIP86141,-20.295265838884667,170.95306070111943
45,HIP26624,51.75292788898216,13.839791819343466
46,HIP4856,0.0,131.97000966805862
47,HIP70475,16.23621267099104,267.3313075155442
48,HIP104092,-36.53147850986976,189.54300012373378
49,HIP36850,-78.6441551254143,2.320318057644592
