,source_id,ra,dec,parallax,parallax_error,teff_val,radius_val
0,114207651462714880,41.06874874637153,25.521801507426662,130.18703621101807,0.06050285807943692,3775.51,
0,436648129326142336,47.275134511686325,49.61288637135178,95.15866009883108,0.30212941159292545,6005.25,1.4374698
0,385334230892516480,4.612667736994264,44.024729577852746,280.6902388765284,0.04290303498862513,3988.0,
0,2430102808294101760,4.676264471202885,-8.05362060780846,42.60896110669037,0.05571214052900581,5764.5,1.1212182
0,5164707970261630080,53.22843060109699,-9.458171515191356,312.21914118452634,0.4673477267488773,4975.0,0.8306641
0,3263836568393943808,54.21727000938987,0.3995935882604726,,,6082.3335,
0,5164120762332790528,55.8116765700273,-9.760187264935853,110.21697775945823,0.41711008511126907,4766.25,2.9334543
0,3195919528988725120,63.808266649303654,-7.667602659604186,198.56566330273023,0.5101344879433105,5196.0,0.8344737
0,188771135583573504,79.78824460925708,40.09619026870196,80.10535198814657,0.21584299264883136,5979.0,1.2711927
0,3234412606443085824,80.65646942221296,2.6024512441196865,50.394303558523184,0.11353102414855122,4837.0,0.81298226
0,3402798414192387328,84.25999468007464,20.728978367997897,31.553579011290225,0.07511244746990069,5676.75,0.9085218
0,263916708025623680,85.33475234190108,53.478804107230516,81.4299556472791,0.04871573694936671,5303.0,0.8192658
0,3023711269067191296,87.14584956819283,-4.095632242848206,65.55339234435976,0.06207216810041325,5717.0,0.93334115
0,3330062833797919744,93.30243802506646,10.625861199913384,53.633520703071824,0.07164841385149964,5716.0,0.9195286
0,2802397960855105920,9.838721751561232,21.248884439172123,89.7891301159628,0.05807149807206869,5280.0,0.87855846
0,3359074685047632640,99.2915428652624,17.56626957186195,99.9163794341835,0.05031017857860355,3984.03,
0,939072613334579328,103.70024991580382,33.26646324838446,179.164208148064,0.06319188111799087,3683.3875,
0,2552925644460225152,12.099001667454461,5.275698037474882,134.49901992997988,0.08899213919169174,5013.5,0.72806615
0,3073562610873679872,128.63104055706836,-0.7259850772338318,47.40287652865701,0.0418698130732435,5339.0,0.8270962
0,704967037090946688,133.14683725487015,28.329815384688327,79.42740442671895,0.0776646295527341,5306.0,0.9463781
0,798068905726303232,143.9107352250025,35.80901718346103,89.25811228659713,0.19276493614258966,5661.0,0.93610704
0,821455861647126656,147.14875560728268,46.02060976401351,52.899361721674964,0.12595544825160832,5907.3335,1.6290708
0,746545172372256384,150.25005404897482,31.921821590775252,66.99575873032036,0.21412331242917473,5832.0,1.1615477
0,2860924621205256704,1.6551385404819694,29.020738353472627,72.57638919392433,0.04980729273254236,5551.5,0.87202114
0,2860924621205256704,1.6551385404819694,29.020738353472627,72.57638919392433,0.04980729273254236,5551.5,0.87202114
0,4025850731201819392,175.26250264260065,34.19999250349441,104.39042664378279,0.12866467967434606,5573.6665,0.8599333
0,1568219729458240128,191.05791605985232,51.758478463998046,66.6717221228276,0.4955923919208535,5025.0,0.8051675
0,6904703228801028864,308.1000814468324,-9.852911234811666,40.382072224553426,0.09244685238873256,5625.5,1.8242917
0,2515037264041041536,33.07984453435266,3.567642486429908,95.16193726440484,0.041348369937175694,3967.395,
0,2195886971653527168,313.3324562190983,62.15106513090693,142.0340682313454,0.030450125154020662,3959.08,
0,821455861647126656,147.14875560728268,46.02060976401351,52.899361721674964,0.12595544825160832,5907.3335,1.6290708
0,746545172372256384,150.25005404897482,31.921821590775252,66.99575873032036,0.21412331242917473,5832.0,1.1615477
