name,HIP_name,Simbad_resolvable_name,filenames,SNR,iodine_flag,failure_code,failure_message,iso_fail_flag,warnings,Teff_bounds_flag,R_bounds_flag,Teff,u_Teff,Teff_detrended,u_Teff_detrended,iso_Teff,iso_up_Teff,iso_um_Teff,radius,u_radius,radius_detrended,u_radius_detrended,iso_radius,iso_up_radius,iso_um_radius,feh,u_feh,feh_detrended,u_feh_detrended,iso_feh,iso_up_feh,iso_um_feh,logg,u_logg,logg_detrended,u_logg_detrended,iso_logg,iso_up_logg,iso_um_logg,mass,u_mass,mass_detrended,u_mass_detrended,iso_mass,iso_up_mass,iso_um_mass,age,u_age,age_detrended,u_age_detrended,iso_age,iso_up_age,iso_um_age,best_mean_chi_squared,timestamp
HIP56445,HIP56445,HIP56445,['ranu.282.fits'],,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04Nov2021-21:46:14
HIP56445,HIP56445,HIP56445,['ranu.282.fits'],,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04Nov2021-21:46:48
HIP56445,HIP56445,HIP56445,['ranu.282.fits'],,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04Nov2021-21:50:03
HIP56802,HIP56802,HIP56802,['raoy.226.fits'],185.02877732261,0,0,No failure,False,[],0,0,6045.013,125.8,6053.971,125.8,6138.462,108.84,113.045,1.334,0.34,1.271,0.34,1.75,0.053,0.049,-0.191,0.09,-0.172,0.09,-0.13,0.099,0.091,4.23,0.09,4.23,0.09,4.036,0.029,0.047,1.06,0.6,1.06,0.6,1.227,0.052,0.097,9.7,0.23,9.7,0.23,3.71,1.604,0.627,1.02,04Nov2021-22:05:36
HIP56809,HIP56809,HIP56809,['rawl.253.fits'],148.9842463620315,0,0,No failure,True,"['Failed to find Gaia name in Simbad; cannot run isochrone analysis.', 'Failed to find 2MASS name in Simbad; cannot run isochrone analysis.']",0,0,5808.436,125.8,5817.394,125.8,5937.07,127.289,128.089,1.227,0.34,1.191,0.34,1.772,0.057,0.054,-0.161,0.09,-0.148,0.09,-0.088,0.082,0.09,4.265,0.09,4.265,0.09,3.988,0.05,0.036,0.989,0.6,0.989,0.6,1.124,0.105,0.054,9.76,0.23,9.759,0.23,5.739,1.06,1.826,1.7,04Nov2021-22:21:11
HIP57328,HIP57328,HIP57328,"['rawl.232.fits', 'rawl.233.fits', 'rawl.234.fits']",312.5507818114322,0,0,No failure,False,[],1,0,6668.791,125.8,6677.75,125.8,6682.691,121.888,118.013,1.79,0.34,1.57,0.34,2.02,0.067,0.066,-0.182,0.09,-0.165,0.09,-0.15,0.069,0.102,4.076,0.09,4.076,0.09,3.977,0.029,0.029,1.368,0.6,1.368,0.6,1.426,0.051,0.05,9.38,0.23,9.38,0.23,1.929,0.284,0.218,5.66,04Nov2021-22:36:23
HIP57632,HIP57632,HIP57632,['ranr.288.fits'],159.91557831399666,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],1,0,6667.888,125.8,6676.846,125.8,0.0,0.0,0.0,1.803,0.34,1.578,0.34,0.0,0.0,0.0,-0.178,0.09,-0.162,0.09,0.0,0.0,0.0,4.073,0.09,4.073,0.09,0.0,0.0,0.0,1.373,0.6,1.373,0.6,0.0,0.0,0.0,9.38,0.23,9.376,0.23,0.0,0.0,0.0,5.6,04Nov2021-22:52:08
HIP57757,HIP57757,HIP57757,"['rbrd.208.fits', 'rbrd.209.fits', 'rbrd.210.fits', 'rbrd.211.fits']",,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04Nov2021-22:52:19
HIP5799,HIP5799,HIP5799,"['rbhv.246.fits', 'rbhv.247.fits', 'rbhv.245.fits']",282.39710169701635,0,0,No failure,False,[],0,0,6148.284,125.8,6157.243,125.8,6149.534,124.614,119.102,1.7,0.34,1.517,0.34,1.625,0.163,0.145,-0.358,0.09,-0.31,0.09,-0.313,0.084,0.087,4.023,0.09,4.023,0.09,4.046,0.07,0.075,1.091,0.6,1.091,0.6,1.099,0.082,0.072,9.72,0.23,9.721,0.23,5.275,1.409,1.378,1.02,04Nov2021-23:07:24
HIP58001,HIP58001,HIP58001,['ranu.281.fits'],145.81086917754965,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,6679.951,125.8,6688.91,125.8,6738.068,118.048,113.772,1.741,0.34,1.542,0.34,2.343,0.221,0.197,-0.199,0.09,-0.179,0.09,-0.139,0.064,0.068,4.091,0.09,4.091,0.09,3.873,0.059,0.057,1.351,0.6,1.351,0.6,1.54,0.089,0.088,9.39,0.23,9.387,0.23,1.616,0.284,0.212,6.11,04Nov2021-23:22:25
HIP58684,HIP58684,HIP58684,"['rbfw.294.fits', 'rbfw.296.fits', 'rbfw.295.fits']",287.16434210221854,0,0,No failure,False,[],1,0,6588.932,125.8,6597.891,125.8,6583.19,127.598,125.009,2.109,0.34,2.109,0.34,1.932,0.041,0.04,-0.067,0.09,-0.07,0.09,-0.054,0.067,0.105,3.98,0.09,3.98,0.09,4.014,0.024,0.025,1.481,0.6,1.481,0.6,1.414,0.045,0.045,9.33,0.23,9.332,0.23,2.011,0.298,0.26,9.81,04Nov2021-23:37:20
HIP59000,HIP59000,HIP59000,"['rbva.606.fits', 'rbva.605.fits', 'rbva.607.fits']",105.30711398968228,0,0,No failure,False,[],0,0,4082.587,71.5,4091.545,71.5,4164.14,42.812,38.35,0.638,0.07,0.638,0.07,0.614,0.02,0.02,-0.029,0.09,-0.039,0.09,-0.027,0.08,0.073,4.663,0.09,4.663,0.09,4.645,0.027,0.022,0.649,0.6,0.649,0.6,0.616,0.017,0.015,9.81,0.23,9.811,0.23,10.362,6.27,6.64,5.32,04Nov2021-23:51:16
HIP59378,HIP59378,HIP59378,"['rbfz.181.fits', 'rbfz.182.fits', 'rbfz.180.fits']",39.338051550689286,0,0,No failure,False,[],0,3,3756.823,71.5,3765.782,71.5,3935.878,42.843,39.862,0.455,0.07,0.455,0.07,0.511,0.012,0.011,-0.256,0.09,-0.226,0.09,-0.164,0.079,0.08,4.816,0.09,4.816,0.09,4.728,0.01,0.01,0.489,0.6,0.489,0.6,0.512,0.011,0.011,9.59,0.23,9.586,0.23,12.718,4.953,6.84,11.96,05Nov2021-00:06:52
HIP5938,HIP5938,HIP5938,"['rbie.213.fits', 'rbie.214.fits', 'rbie.212.fits']",183.14001911532745,0,0,No failure,False,[],0,0,5365.181,125.8,5374.139,125.8,5387.828,103.385,106.884,0.877,0.07,0.877,0.07,0.864,0.016,0.015,0.049,0.09,0.025,0.09,0.019,0.084,0.086,4.493,0.09,4.493,0.09,4.513,0.025,0.029,0.885,0.6,0.885,0.6,0.892,0.039,0.042,9.75,0.23,9.754,0.23,4.898,3.823,2.968,1.83,05Nov2021-00:21:59
HIP5944,HIP5944,HIP5944,"['rati.211.fits', 'rati.213.fits', 'rati.212.fits']",186.29910904839716,0,0,No failure,False,[],0,0,5960.464,125.8,5969.423,125.8,5959.653,90.586,91.526,1.062,0.34,1.06,0.34,0.998,0.016,0.016,0.0,0.09,-0.015,0.09,-0.043,0.076,0.082,4.442,0.09,4.442,0.09,4.456,0.016,0.022,1.06,0.6,1.06,0.6,1.042,0.031,0.041,9.39,0.23,9.394,0.23,1.494,1.634,0.988,1.17,05Nov2021-00:38:32
HIP59496,HIP59496,HIP59496,"['rbga.207.fits', 'rbga.208.fits', 'rbga.209.fits']",60.44728149662341,0,0,No failure,False,[],0,0,4173.438,71.5,4182.396,71.5,4293.25,54.115,56.494,0.664,0.07,0.664,0.07,0.625,0.02,0.02,-0.013,0.09,-0.026,0.09,-0.059,0.085,0.078,4.667,0.09,4.667,0.09,4.652,0.02,0.023,0.666,0.6,0.666,0.6,0.642,0.023,0.022,9.62,0.23,9.62,0.23,6.952,7.217,4.963,7.62,05Nov2021-00:52:51
HIP59504,HIP59504,HIP59504,"['rbfw.300.fits', 'rbfw.301.fits', 'rbfw.302.fits']",303.61885511227314,0,0,No failure,False,[],1,0,6627.625,125.8,6636.583,125.8,6616.096,123.339,120.946,1.848,0.34,1.604,0.34,1.933,0.056,0.056,-0.147,0.09,-0.136,0.09,-0.145,0.101,0.075,4.056,0.09,4.056,0.09,4.006,0.028,0.028,1.389,0.6,1.389,0.6,1.395,0.046,0.046,9.38,0.23,9.377,0.23,2.062,0.305,0.242,17.72,05Nov2021-01:09:25
HIP59514,HIP59514,HIP59514,"['rawl.239.fits', 'rawl.240.fits', 'rawl.238.fits']",83.4929810275054,0,0,No failure,False,[],0,0,3823.219,71.5,3832.177,71.5,3925.95,49.255,48.592,0.565,0.07,0.565,0.07,0.561,0.014,0.014,-0.01,0.09,-0.024,0.09,0.055,0.069,0.083,4.711,0.09,4.711,0.09,4.682,0.012,0.012,0.589,0.6,0.589,0.6,0.555,0.012,0.012,9.74,0.23,9.742,0.23,12.323,5.225,6.985,4.22,05Nov2021-01:24:25
HIP5957,HIP5957,HIP5957,"['rati.225.fits', 'rati.226.fits', 'rati.227.fits']",64.62180106474565,0,0,No failure,False,[],0,0,4027.446,71.5,4036.405,71.5,4150.431,37.02,54.328,0.651,0.07,0.651,0.07,0.618,0.019,0.019,-0.03,0.09,-0.04,0.09,-0.001,0.079,0.073,4.668,0.09,4.668,0.09,4.639,0.028,0.019,0.641,0.6,0.641,0.6,0.615,0.015,0.014,9.81,0.23,9.808,0.23,11.747,5.537,6.974,4.6,05Nov2021-01:40:00
HIP59608,HIP59608,HIP59608,"['rawl.229.fits', 'rawl.230.fits', 'rawl.231.fits']",332.51177875048654,0,0,No failure,False,[],1,0,6643.544,125.8,6652.503,125.8,6758.833,113.678,104.311,1.803,0.34,1.578,0.34,1.904,0.038,0.037,-0.166,0.09,-0.152,0.09,-0.14,0.1,0.072,4.07,0.09,4.07,0.09,4.029,0.021,0.022,1.373,0.6,1.373,0.6,1.424,0.042,0.044,9.38,0.23,9.383,0.23,1.839,0.216,0.214,21.56,05Nov2021-01:56:28
HIP59750,HIP59750,HIP59750,"['rawl.235.fits', 'rawl.236.fits', 'rawl.237.fits']",265.8018014541098,0,0,No failure,False,['Gaia returned Nan parallax'],0,3,6336.849,125.8,6345.808,125.8,6389.165,111.667,113.489,1.556,0.34,1.426,0.34,1.511,0.177,0.174,-0.456,0.09,-0.391,0.09,-0.393,0.087,0.087,4.098,0.09,4.098,0.09,4.125,0.087,0.078,1.082,0.6,1.082,0.6,1.153,0.074,0.082,9.68,0.23,9.681,0.23,3.564,1.252,0.764,2.61,05Nov2021-02:12:53
HIP59774,HIP59774,HIP59774,"['rbfw.288.fits', 'rbfw.290.fits', 'rbfw.289.fits']",280.5561963259322,0,0,No failure,False,[],1,0,6667.528,125.8,6676.486,125.8,6687.151,121.479,119.226,1.743,0.34,1.543,0.34,2.008,0.206,0.191,-0.194,0.09,-0.175,0.09,-0.156,0.073,0.094,4.09,0.09,4.09,0.09,3.972,0.071,0.068,1.351,0.6,1.351,0.6,1.42,0.084,0.074,9.39,0.23,9.39,0.23,1.918,0.321,0.266,5.84,05Nov2021-02:29:41
HIP59816,HIP59816,HIP59816,"['ravx.250.fits', 'ravx.252.fits', 'ravx.251.fits']",73.57122009501767,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],1,0,4318.329,71.5,4327.288,71.5,4399.749,67.321,67.585,0.696,0.07,0.696,0.07,0.668,0.02,0.02,0.025,0.09,0.005,0.09,0.032,0.083,0.086,4.65,0.09,4.65,0.09,4.62,0.023,0.025,0.694,0.6,0.694,0.6,0.682,0.025,0.023,9.59,0.23,9.585,0.23,8.945,6.72,5.977,3.89,05Nov2021-02:43:42
HIP60303,HIP60303,HIP60303,"['ravx.238.fits', 'ravx.239.fits', 'ravx.237.fits']",97.77959335645208,0,0,No failure,False,[],0,0,3991.899,71.5,4000.858,71.5,4135.124,32.111,46.669,0.613,0.07,0.613,0.07,0.581,0.019,0.022,-0.193,0.09,-0.174,0.09,-0.136,0.08,0.071,4.686,0.09,4.686,0.09,4.67,0.03,0.019,0.609,0.6,0.609,0.6,0.585,0.015,0.015,9.82,0.23,9.821,0.23,11.888,5.461,7.098,4.81,05Nov2021-02:57:57
HIP6069,HIP6069,HIP6069,"['ratk.216.fits', 'ratk.218.fits', 'ratk.217.fits']",50.65427514850363,0,0,No failure,False,[],0,3,3661.011,71.5,3669.97,71.5,3813.783,40.026,39.692,0.47,0.07,0.47,0.07,0.471,0.011,0.011,-0.192,0.09,-0.173,0.09,-0.083,0.077,0.081,4.79,0.09,4.79,0.09,4.76,0.01,0.01,0.481,0.6,0.481,0.6,0.468,0.011,0.011,9.76,0.23,9.763,0.23,11.76,5.571,6.917,6.52,05Nov2021-03:14:33
HIP60759,HIP60759,HIP60759,"['rbmk.192.fits', 'rbmk.193.fits', 'rbmk.191.fits']",136.90858160391872,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,3,4778.206,125.8,4787.165,125.8,4724.85,95.843,82.177,0.777,0.07,0.777,0.07,0.709,0.024,0.023,0.057,0.09,0.031,0.09,-0.033,0.087,0.084,4.53,0.09,4.53,0.09,4.604,0.023,0.03,0.783,0.6,0.783,0.6,0.739,0.031,0.029,10.03,0.23,10.026,0.23,5.218,6.574,3.774,7.3,05Nov2021-03:29:25
HIP60866,HIP60866,HIP60866,"['rbuo.411.fits', 'rbuo.410.fits', 'rbuo.412.fits']",138.35114935317216,0,0,No failure,False,[],0,0,4331.525,71.5,4340.484,71.5,4421.867,58.893,56.841,0.729,0.07,0.729,0.07,0.69,0.021,0.02,0.152,0.09,0.11,0.09,0.127,0.086,0.083,4.636,0.09,4.636,0.09,4.608,0.024,0.026,0.71,0.6,0.71,0.6,0.709,0.024,0.024,9.62,0.23,9.618,0.23,8.725,6.727,5.84,4.67,05Nov2021-03:44:05
HIP60910,HIP60910,HIP60910,"['rbyo.096.fits', 'rbyo.094.fits', 'rbyo.095.fits']",29.51946715372822,0,0,No failure,False,[],0,3,3304.293,71.5,3313.251,71.5,3514.038,39.276,44.304,0.388,0.07,0.388,0.07,0.42,0.011,0.011,0.121,0.09,0.084,0.09,0.245,0.083,0.069,4.857,0.09,4.857,0.09,4.796,0.01,0.01,0.374,0.6,0.374,0.6,0.404,0.011,0.012,9.87,0.23,9.873,0.23,11.798,5.555,6.877,30.89,05Nov2021-04:00:18
HIP60965,HIP60965,HIP60965,['raob.239.fits'],175.50410374030432,0,0,No failure,False,[],0,3,6667.477,125.8,6676.436,125.8,6712.798,119.041,115.686,1.733,0.34,1.537,0.34,2.21,0.199,0.182,-0.199,0.09,-0.179,0.09,-0.143,0.065,0.095,4.093,0.09,4.093,0.09,3.91,0.059,0.056,1.346,0.6,1.346,0.6,1.491,0.084,0.083,9.39,0.23,9.392,0.23,1.744,0.308,0.233,6.45,05Nov2021-04:15:47
HIP60994,HIP60994,HIP60994,"['ravx.241.fits', 'ravx.242.fits', 'ravx.240.fits']",255.48128027374628,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,3,5947.381,125.8,5956.34,125.8,6025.437,111.876,110.291,1.134,0.34,1.118,0.34,1.264,0.038,0.038,-0.043,0.09,-0.051,0.09,-0.024,0.073,0.075,4.37,0.09,4.37,0.09,4.269,0.03,0.032,1.054,0.6,1.054,0.6,1.092,0.053,0.055,9.53,0.23,9.531,0.23,4.583,1.741,1.418,0.95,05Nov2021-04:31:30
HIP61053,HIP61053,HIP61053,"['ravx.248.fits', 'ravx.249.fits', 'ravx.247.fits']",289.7681639987173,0,0,No failure,False,[],0,0,5938.235,125.8,5947.193,125.8,5922.319,115.985,117.354,1.199,0.34,1.17,0.34,1.113,0.026,0.026,-0.052,0.09,-0.058,0.09,-0.062,0.078,0.101,4.311,0.09,4.311,0.09,4.347,0.034,0.035,1.061,0.6,1.061,0.6,1.013,0.055,0.053,9.6,0.23,9.603,0.23,5.186,2.544,2.195,1.52,05Nov2021-04:47:30
HIP61094,HIP61094,HIP61094,"['rbzb.083.fits', 'rbzb.084.fits', 'rbzb.082.fits']",134.03407150504214,0,0,No failure,False,[],0,0,3828.956,71.5,3837.914,71.5,3915.704,51.35,48.378,0.561,0.07,0.561,0.07,0.559,0.014,0.014,-0.005,0.09,-0.019,0.09,0.062,0.068,0.08,4.716,0.09,4.716,0.09,4.684,0.012,0.012,0.591,0.6,0.591,0.6,0.553,0.012,0.012,9.68,0.23,9.679,0.23,12.145,5.339,7.016,4.07,05Nov2021-05:03:46
HIP61099,HIP61099,HIP61099,"['rbza.691.fits', 'rbza.689.fits', 'rbza.690.fits']",253.57238434333203,0,0,No failure,False,[],0,0,5139.807,125.8,5148.766,125.8,5165.949,98.95,87.208,0.886,0.07,0.886,0.07,0.842,0.015,0.015,0.075,0.09,0.046,0.09,0.04,0.086,0.086,4.478,0.09,4.478,0.09,4.509,0.029,0.029,0.849,0.6,0.849,0.6,0.839,0.04,0.038,9.84,0.23,9.838,0.23,8.475,4.836,4.229,4.46,05Nov2021-05:17:54
HIP61174,HIP61174,HIP61174,['rzec.122.fits'],,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-05:18:08
HIP61317,HIP61317,HIP61317,"['rbzf.098.fits', 'rbzf.099.fits', 'rbzf.097.fits']",196.68482630451567,0,0,No failure,False,[],0,0,5747.057,125.8,5756.016,125.8,5748.728,119.242,118.808,1.26,0.34,1.216,0.34,1.133,0.106,0.094,-0.217,0.09,-0.194,0.09,-0.195,0.078,0.099,4.232,0.09,4.232,0.09,4.273,0.07,0.071,0.963,0.6,0.963,0.6,0.904,0.055,0.05,9.81,0.23,9.809,0.23,10.455,2.925,2.734,1.56,05Nov2021-05:34:01
HIP62145,HIP62145,HIP62145,['rarj.226.fits'],132.48079533582404,0,0,No failure,False,[],0,0,4992.863,125.8,5001.822,125.8,5027.997,95.045,85.12,0.794,0.07,0.794,0.07,0.838,0.017,0.017,0.142,0.09,0.101,0.09,0.113,0.087,0.085,4.504,0.09,4.504,0.09,4.501,0.033,0.027,0.826,0.6,0.826,0.6,0.818,0.041,0.033,9.88,0.23,9.879,0.23,11.7,4.984,5.488,5.37,05Nov2021-05:48:20
HIP62207,HIP62207,HIP62207,['rarj.224.fits'],148.1790447292565,0,0,No failure,False,[],0,0,5849.008,125.8,5857.966,125.8,5871.851,116.763,115.753,0.958,0.07,0.958,0.07,1.052,0.024,0.024,-0.435,0.09,-0.374,0.09,-0.351,0.091,0.082,4.453,0.09,4.453,0.09,4.336,0.036,0.034,0.894,0.6,0.894,0.6,0.882,0.05,0.045,9.57,0.23,9.57,0.23,9.332,3.055,2.89,2.01,05Nov2021-06:05:13
HIP62512,HIP62512,HIP62512,['raqk.191.fits'],168.22380635165018,0,0,No failure,False,[],0,0,6302.664,125.8,6311.623,125.8,5824.348,12.673,13.294,3.376,0.34,3.376,0.34,1.627,0.024,0.015,0.052,0.09,0.027,0.09,-0.281,0.046,0.005,3.653,0.09,3.653,0.09,4.008,0.003,0.004,1.66,0.6,1.66,0.6,0.982,0.02,0.011,9.23,0.23,9.234,0.23,8.783,0.316,3.037,2.97,05Nov2021-06:22:20
HIP62523,HIP62523,HIP62523,['raqt.211.fits'],161.26442219903154,0,0,No failure,False,[],0,0,5461.48,125.8,5470.438,125.8,5448.321,118.988,115.779,1.054,0.34,1.053,0.34,0.958,0.025,0.024,0.043,0.09,0.02,0.09,0.013,0.088,0.088,4.36,0.09,4.36,0.09,4.418,0.038,0.037,0.913,0.6,0.913,0.6,0.885,0.05,0.044,10.01,0.23,10.012,0.23,9.988,4.272,4.031,1.65,05Nov2021-06:36:56
HIP6290,HIP6290,HIP6290,"['rato.213.fits', 'rato.214.fits', 'rato.212.fits']",61.11357374989925,0,0,No failure,False,[],0,3,3969.797,71.5,3978.755,71.5,4053.806,40.381,45.691,0.561,0.07,0.561,0.07,0.529,0.013,0.014,-0.327,0.09,-0.285,0.09,-0.294,0.093,0.089,4.736,0.09,4.736,0.09,4.715,0.014,0.012,0.564,0.6,0.564,0.6,0.534,0.011,0.011,9.6,0.23,9.604,0.23,10.568,6.259,6.807,6.67,05Nov2021-06:52:39
HIP62956,HIP62956,HIP62956,['ranr.293.fits'],193.96254974382296,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,3,6619.82,125.8,6628.779,125.8,6697.918,110.994,113.402,1.959,0.34,1.664,0.34,2.766,0.142,0.096,-0.116,0.09,-0.111,0.09,-0.078,0.104,0.033,4.025,0.09,4.025,0.09,3.776,0.026,0.034,1.429,0.6,1.429,0.6,1.693,0.062,0.052,9.36,0.23,9.356,0.23,1.349,0.145,0.124,9.8,05Nov2021-07:07:46
HIP63076,HIP63076,HIP63076,['rarj.223.fits'],171.2012133974231,0,0,No failure,False,[],1,0,6626.068,125.8,6635.026,125.8,6610.08,123.576,140.6,1.952,0.34,1.661,0.34,1.662,0.041,0.045,-0.121,0.09,-0.115,0.09,-0.123,0.104,0.095,4.027,0.09,4.027,0.09,4.117,0.025,0.025,1.427,0.6,1.427,0.6,1.327,0.035,0.032,9.36,0.23,9.356,0.23,2.156,0.332,0.309,6.97,05Nov2021-07:22:20
HIP63121,HIP63121,HIP63121,"['ravx.256.fits', 'ravx.257.fits', 'ravx.258.fits']",303.6806569510972,0,0,No failure,False,[],1,0,6659.559,125.8,6668.518,125.8,6655.052,125.831,138.09,1.773,0.34,1.561,0.34,1.576,0.041,0.038,-0.182,0.09,-0.165,0.09,-0.175,0.091,0.091,4.08,0.09,4.08,0.09,4.154,0.024,0.025,1.362,0.6,1.362,0.6,1.304,0.033,0.03,9.39,0.23,9.385,0.23,2.085,0.342,0.319,14.26,05Nov2021-07:37:16
HIP63257,HIP63257,HIP63257,"['rbyj.788.fits', 'rbyj.790.fits', 'rbyj.789.fits']",132.5686069432541,0,0,No failure,False,[],0,0,4420.943,71.5,4429.901,71.5,4525.251,55.65,53.985,0.687,0.07,0.687,0.07,0.661,0.021,0.021,-0.189,0.09,-0.171,0.09,-0.133,0.08,0.082,4.644,0.09,4.644,0.09,4.618,0.026,0.024,0.684,0.6,0.684,0.6,0.667,0.023,0.021,9.67,0.23,9.673,0.23,10.999,5.901,6.669,4.51,05Nov2021-07:50:30
HIP63467,HIP63467,HIP63467,"['rbyj.782.fits', 'rbyj.783.fits', 'rbyj.784.fits']",115.02085408742192,0,0,No failure,False,[],0,0,4230.786,71.5,4239.744,71.5,4314.301,57.558,56.698,0.665,0.07,0.665,0.07,0.632,0.019,0.02,-0.122,0.09,-0.115,0.09,-0.08,0.077,0.077,4.664,0.09,4.664,0.09,4.64,0.023,0.022,0.66,0.6,0.66,0.6,0.64,0.02,0.02,9.66,0.23,9.66,0.23,10.943,5.935,6.746,5.66,05Nov2021-08:04:09
HIP63503,HIP63503,HIP63503,"['rawt.210.fits', 'rawt.208.fits', 'rawt.209.fits']",316.27597781150723,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,6577.785,125.8,6586.744,125.8,6553.602,121.992,123.568,2.119,0.34,2.119,0.34,1.914,0.052,0.055,-0.059,0.09,-0.064,0.09,-0.064,0.075,0.101,3.977,0.09,3.977,0.09,4.017,0.027,0.028,1.485,0.6,1.485,0.6,1.399,0.046,0.045,9.33,0.23,9.332,0.23,2.084,0.31,0.261,1.75,05Nov2021-08:19:51
HIP63608,HIP63608,HIP63608,"['rbyl.290.fits', 'rbyl.291.fits', 'rbyl.289.fits']",230.96932396593547,0,0,No failure,False,[],0,3,4958.137,125.8,4967.096,125.8,4900.389,46.104,50.664,6.21,0.34,6.21,0.34,9.733,0.895,0.705,0.242,0.09,0.184,0.09,0.156,0.102,0.1,3.029,0.09,3.029,0.09,2.823,0.042,0.051,1.488,0.6,1.488,0.6,2.361,0.173,0.186,9.5,0.23,9.502,0.23,0.729,0.207,0.146,2.1,05Nov2021-08:34:04
HIP63742,HIP63742,HIP63742,"['rbyl.287.fits', 'rbyl.285.fits', 'rbyl.286.fits']",315.1422685297269,0,0,No failure,False,[],0,0,5246.178,125.8,5255.137,125.8,5276.14,100.89,103.774,0.807,0.07,0.807,0.07,0.798,0.019,0.018,-0.004,0.09,-0.019,0.09,-0.054,0.078,0.084,4.545,0.09,4.545,0.09,4.564,0.018,0.026,0.859,0.6,0.859,0.6,0.854,0.028,0.033,9.6,0.23,9.596,0.23,2.801,3.521,1.925,2.04,05Nov2021-08:49:44
HIP63762,HIP63762,HIP63762,"['rbyk.106.fits', 'rbyk.105.fits', 'rbyk.107.fits']",175.29789656200242,0,0,No failure,False,[],0,0,4545.587,125.8,4554.546,125.8,4719.61,81.497,71.855,0.744,0.07,0.744,0.07,0.737,0.027,0.025,0.047,0.09,0.024,0.09,0.04,0.086,0.081,4.592,0.09,4.592,0.09,4.572,0.032,0.031,0.742,0.6,0.742,0.6,0.747,0.029,0.027,9.84,0.23,9.844,0.23,10.178,6.086,6.278,5.49,05Nov2021-09:03:43
HIP6379,HIP6379,HIP6379,"['rcbd.094.fits', 'rcbd.095.fits', 'rcbd.096.fits']",311.13698217937304,0,0,No failure,False,[],0,0,5167.303,125.8,5176.262,125.8,5244.306,93.203,84.943,0.78,0.07,0.78,0.07,0.788,0.036,0.03,-0.1,0.09,-0.098,0.09,-0.126,0.09,0.085,4.551,0.09,4.551,0.09,4.557,0.032,0.044,0.826,0.6,0.826,0.6,0.822,0.033,0.035,9.66,0.23,9.659,0.23,4.661,5.055,3.189,2.37,05Nov2021-09:17:59
HIP63894,HIP63894,HIP63894,"['rbyk.103.fits', 'rbyk.102.fits', 'rbyk.104.fits']",156.48437343984023,0,0,No failure,False,[],0,0,4315.111,71.5,4324.069,71.5,4413.526,50.751,50.626,0.667,0.07,0.667,0.07,0.618,0.019,0.019,-0.182,0.09,-0.165,0.09,-0.195,0.074,0.076,4.661,0.09,4.661,0.09,4.656,0.02,0.023,0.661,0.6,0.661,0.6,0.635,0.022,0.02,9.61,0.23,9.614,0.23,7.497,7.183,5.294,3.79,05Nov2021-09:33:01
HIP63942,HIP63942,HIP63942,"['rbyo.090.fits', 'rbyo.088.fits', 'rbyo.089.fits']",154.73337230186075,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,4170.846,71.5,4179.804,71.5,4318.342,61.518,59.856,0.642,0.07,0.642,0.07,0.651,0.019,0.021,-0.131,0.09,-0.123,0.09,-0.018,0.076,0.08,4.677,0.09,4.677,0.09,4.622,0.023,0.019,0.635,0.6,0.635,0.6,0.652,0.021,0.02,9.6,0.23,9.604,0.23,13.4,4.493,6.702,3.65,05Nov2021-09:46:58
HIP4845,HIP4845,HIP4845,"['rbpj.731.fits', 'rbpj.730.fits', 'rbpj.732.fits']",60.67989671812779,0,0,No failure,False,[],0,0,3966.972,71.5,3975.93,71.5,4114.526,40.427,60.144,0.617,0.07,0.617,0.07,0.597,0.017,0.019,-0.182,0.09,-0.165,0.09,-0.061,0.077,0.084,4.685,0.09,4.685,0.09,4.655,0.022,0.015,0.606,0.6,0.606,0.6,0.594,0.013,0.013,9.83,0.23,9.828,0.23,13.601,4.381,6.898,7.21,04Nov2021-22:01:59
