name,HIP_name,Simbad_resolvable_name,filenames,SNR,iodine_flag,failure_code,failure_message,iso_fail_flag,warnings,Teff_bounds_flag,R_bounds_flag,Teff,u_Teff,Teff_detrended,u_Teff_detrended,iso_Teff,iso_up_Teff,iso_um_Teff,radius,u_radius,radius_detrended,u_radius_detrended,iso_radius,iso_up_radius,iso_um_radius,feh,u_feh,feh_detrended,u_feh_detrended,iso_feh,iso_up_feh,iso_um_feh,logg,u_logg,logg_detrended,u_logg_detrended,iso_logg,iso_up_logg,iso_um_logg,mass,u_mass,mass_detrended,u_mass_detrended,iso_mass,iso_up_mass,iso_um_mass,age,u_age,age_detrended,u_age_detrended,iso_age,iso_up_age,iso_um_age,best_mean_chi_squared,timestamp
GJ234,HIP30920,GJ234,"['rbum.682.fits', 'rbum.683.fits', 'rbum.684.fits']",34.912776162775856,0.0,0,No failure,False,[],0,3,3129.157,71.5,3138.116,71.5,3288.906,50.425,49.017,0.248,0.07,0.248,0.07,0.268,0.006,0.006,-0.084,0.09,-0.085,0.09,0.136,0.066,0.021,4.997,0.09,4.997,0.09,4.95,0.008,0.008,0.213,0.6,0.213,0.6,0.235,0.007,0.007,9.77,0.23,9.772,0.23,10.136,6.512,6.708,21.15,04Nov2021-22:35:24
GJ244,HIP32349,GJ244,['ranw.242.fits'],344.59938243560447,0.0,0,No failure,False,[],1,3,6670.586,125.8,6679.545,125.8,6698.707,121.118,118.797,1.727,0.34,1.533,0.34,1.958,0.159,0.151,-0.201,0.09,-0.18,0.09,-0.163,0.075,0.093,4.095,0.09,4.095,0.09,3.992,0.059,0.056,1.345,0.6,1.345,0.6,1.407,0.069,0.063,9.39,0.23,9.393,0.23,1.944,0.296,0.243,10.83,04Nov2021-22:51:07
GJ280,HIP37279,GJ280,"['rbqx.481.fits', 'rbqx.483.fits', 'rbqx.485.fits', 'rbqx.479.fits', 'rbqx.487.fits', 'rbqx.486.fits', 'rbqx.484.fits', 'rbqx.482.fits', 'rbqx.480.fits']",736.0501187716432,0.0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],1,3,6303.332,125.8,6312.29,125.8,6281.53,133.277,123.669,1.473,0.34,1.37,0.34,1.49,0.152,0.142,-0.059,0.09,-0.064,0.09,-0.067,0.089,0.099,4.187,0.09,4.187,0.09,4.169,0.072,0.072,1.21,0.6,1.21,0.6,1.237,0.058,0.072,9.51,0.23,9.507,0.23,2.811,0.832,0.58,2.11,04Nov2021-23:07:27
HIP5643,HIP5643,GJ54.1,"['ratm.243.fits', 'ratm.244.fits', 'ratm.242.fits']",736.0501187716432,,1,"ValueError: Format '1' is not supported (supported formats: eps, jpeg, jpg, pdf, pgf, png, ps, raw, rgba, svg, svgz, tif, tiff)",,[],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04Nov2021-23:21:17
GJ628,HIP80824,GJ628,"['rbum.713.fits', 'rbum.714.fits', 'rbum.715.fits']",68.0137270367511,0.0,0,No failure,False,[],0,3,3335.367,71.5,3344.326,71.5,3405.907,54.643,49.823,0.345,0.07,0.345,0.07,0.324,0.008,0.007,0.018,0.09,-0.001,0.09,0.136,0.058,0.051,4.872,0.09,4.872,0.09,4.889,0.008,0.008,0.32,0.6,0.32,0.6,0.297,0.008,0.008,9.76,0.23,9.763,0.23,10.634,6.191,6.68,10.82,04Nov2021-23:36:17
GJ65A,None,GJ65A,"['ratm.229.fits', 'ratm.227.fits', 'ratm.228.fits']",18.41509973180499,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,3,6608.756,125.8,6617.714,125.8,0.0,0.0,0.0,2.002,0.34,2.002,0.34,0.0,0.0,0.0,-0.131,0.09,-0.123,0.09,0.0,0.0,0.0,4.016,0.09,4.016,0.09,0.0,0.0,0.0,1.42,0.6,1.42,0.6,0.0,0.0,0.0,9.36,0.23,9.359,0.23,0.0,0.0,0.0,64.03,04Nov2021-23:49:58
GJ687,HIP86162,GJ687,"['rbfm.222.fits', 'rbfm.223.fits', 'rbfm.221.fits']",92.65345432122996,0.0,0,No failure,False,[],0,3,3405.616,71.5,3414.574,71.5,3539.483,45.648,41.689,0.369,0.07,0.369,0.07,0.399,0.009,0.008,0.034,0.09,0.013,0.09,0.135,0.084,0.064,4.859,0.09,4.859,0.09,4.817,0.008,0.008,0.355,0.6,0.355,0.6,0.383,0.01,0.01,9.73,0.23,9.726,0.23,10.768,6.114,6.667,7.94,05Nov2021-00:03:16
GJ702B,None,GJ702B,"['rbun.117.fits', 'rbun.116.fits', 'rbun.118.fits']",296.8331894900105,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,0,5338.922,125.8,5347.88,125.8,0.0,0.0,0.0,0.806,0.07,0.806,0.07,0.0,0.0,0.0,0.043,0.09,0.02,0.09,0.0,0.0,0.0,4.556,0.09,4.556,0.09,0.0,0.0,0.0,0.879,0.6,0.879,0.6,0.0,0.0,0.0,9.42,0.23,9.419,0.23,0.0,0.0,0.0,2.26,05Nov2021-00:16:19
GJ768,HIP97649,GJ768,"['rbfw.319.fits', 'rbfw.342.fits', 'rbfw.320.fits', 'rbfw.340.fits', 'rbfw.341.fits', 'rbfw.318.fits']",523.4822667423892,0.0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,6660.808,125.8,6669.767,125.8,6669.088,124.771,120.536,1.763,0.34,1.555,0.34,1.92,0.17,0.161,-0.185,0.09,-0.168,0.09,-0.157,0.077,0.094,4.083,0.09,4.083,0.09,4.004,0.064,0.061,1.359,0.6,1.359,0.6,1.393,0.071,0.062,9.39,0.23,9.387,0.23,1.999,0.317,0.264,5.03,05Nov2021-00:29:29
GJ820A,HIP104214,GJ820A,"['rbqy.759.fits', 'rbqy.760.fits', 'rbqy.761.fits']",226.97562119573,0.0,0,No failure,False,[],0,0,4258.927,71.5,4267.886,71.5,4279.438,68.869,70.423,0.665,0.07,0.665,0.07,0.605,0.028,0.028,-0.179,0.09,-0.162,0.09,-0.145,0.084,0.084,4.67,0.09,4.67,0.09,4.66,0.028,0.028,0.652,0.6,0.652,0.6,0.617,0.024,0.025,9.59,0.23,9.594,0.23,10.295,6.387,6.767,4.64,05Nov2021-00:43:52
None,None,GJ83.1,['rash.245.fits'],226.97562119573,,1,"ValueError: operands could not be broadcast together with shapes (2736,) (5835,) ",,[],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-00:44:58
GJ860A,None,GJ860A,"['rbum.687.fits', 'rbum.685.fits', 'rbum.686.fits']",77.53250365836999,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,3,3391.904,71.5,3400.862,71.5,3265.465,44.635,45.898,0.318,0.07,0.318,0.07,0.168,0.004,0.004,-0.074,0.09,-0.076,0.09,-0.147,0.077,0.071,4.93,0.09,4.93,0.09,5.124,0.01,0.01,0.308,0.6,0.308,0.6,0.137,0.004,0.004,9.65,0.23,9.654,0.23,10.648,6.228,6.639,11.65,05Nov2021-01:00:11
GJ860B,None,GJ860B,"['rbuz.333.fits', 'rbuz.334.fits', 'rbuz.335.fits']",97.12663450301784,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,3,3412.187,71.5,3421.146,71.5,3273.7,44.672,45.19,0.318,0.07,0.318,0.07,0.167,0.004,0.004,-0.081,0.09,-0.082,0.09,-0.131,0.057,0.091,4.929,0.09,4.929,0.09,5.125,0.01,0.01,0.309,0.6,0.309,0.6,0.137,0.004,0.004,9.66,0.23,9.66,0.23,10.715,6.195,6.668,7.19,05Nov2021-01:17:11
GJ866,None,GJ866,"['rbgp.238.fits', 'rbgp.239.fits', 'rbgp.240.fits']",20.379175706090685,0.0,0,No failure,False,['Gaia returned Nan parallax'],0,3,3849.751,71.5,3858.71,71.5,3738.718,54.564,56.539,0.611,0.07,0.611,0.07,0.435,0.031,0.035,0.084,0.09,0.054,0.09,-0.053,0.071,0.085,4.741,0.09,4.741,0.09,4.786,0.032,0.028,0.49,0.6,0.49,0.6,0.428,0.033,0.039,9.78,0.23,9.781,0.23,8.362,7.322,5.988,64.87,05Nov2021-01:34:10
GJ873,HIP112460,GJ873,"['ratr.211.fits', 'ratr.212.fits', 'ratr.213.fits']",48.59348623320697,0.0,0,No failure,False,[],0,3,3255.799,71.5,3264.758,71.5,3421.952,49.246,44.18,0.272,0.07,0.272,0.07,0.332,0.008,0.007,-0.147,0.09,-0.136,0.09,0.135,0.053,0.051,4.969,0.09,4.969,0.09,4.881,0.008,0.008,0.246,0.6,0.246,0.6,0.306,0.009,0.008,9.71,0.23,9.709,0.23,11.391,5.68,6.582,11.2,05Nov2021-01:51:08
GJ876,HIP113020,GJ876,"['rbgy.239.fits', 'rbgy.240.fits', 'rbgy.241.fits']",54.13536596256084,0.0,0,No failure,False,[],0,3,3289.319,71.5,3298.278,71.5,3416.557,44.914,43.195,0.337,0.07,0.337,0.07,0.357,0.008,0.008,0.075,0.09,0.046,0.09,0.19,0.054,0.05,4.874,0.09,4.874,0.09,4.854,0.008,0.008,0.307,0.6,0.307,0.6,0.334,0.009,0.009,9.81,0.23,9.81,0.23,10.759,6.002,6.621,8.54,05Nov2021-02:07:07
GJ905,None,GJ905,"['rbus.483.fits', 'rbus.484.fits', 'rbus.482.fits']",24.96365873639768,0.0,0,No failure,False,[],0,3,3208.94,71.5,3217.899,71.5,3170.892,61.084,57.639,0.296,0.07,0.296,0.07,0.185,0.005,0.005,0.116,0.09,0.08,0.09,0.091,0.086,0.062,4.922,0.09,4.922,0.09,5.081,0.01,0.01,0.261,0.6,0.261,0.6,0.151,0.004,0.004,9.81,0.23,9.806,0.23,10.087,6.503,6.415,36.25,05Nov2021-02:23:58
HD210610,None,HD210610,"['rcnc.688.fits', 'rcnc.689.fits', 'rcnc.690.fits', 'rcnc.685.fits', 'rcnc.686.fits', 'rcnc.687.fits']",4.5321246577295184,0.0,0,No failure,False,[],0,0,4942.154,125.8,4951.112,125.8,0.0,0.0,0.0,1.801,0.34,1.577,0.34,0.0,0.0,0.0,0.009,0.09,-0.008,0.09,0.0,0.0,0.0,4.292,0.09,4.292,0.09,0.0,0.0,0.0,0.966,0.6,0.966,0.6,0.0,0.0,0.0,9.55,0.23,9.554,0.23,0.0,0.0,0.0,23332305.63,05Nov2021-02:39:42
HIP100017,HIP100017,HIP100017,"['rbak.199.fits', 'rbak.200.fits', 'rbak.201.fits']",295.67757526675064,0.0,0,No failure,False,[],0,0,5802.907,125.8,5811.865,125.8,5895.988,109.341,111.875,1.155,0.34,1.135,0.34,1.038,0.023,0.022,-0.12,0.09,-0.114,0.09,-0.106,0.084,0.093,4.323,0.09,4.323,0.09,4.396,0.031,0.032,0.997,0.6,0.997,0.6,0.986,0.051,0.052,9.67,0.23,9.665,0.23,4.686,2.697,2.216,1.28,05Nov2021-02:55:07
HIP100064,HIP100064,HIP100064,"['rayr.225.fits', 'rayr.226.fits', 'rayr.224.fits']",261.94149849310344,0.0,0,No failure,False,[],0,0,4964.527,125.8,4973.485,125.8,4911.096,62.247,68.539,5.558,0.34,5.558,0.34,8.316,0.569,1.75,0.189,0.09,0.14,0.09,0.1,0.099,0.064,3.12,0.09,3.12,0.09,2.899,0.158,0.034,1.408,0.6,1.408,0.6,2.104,0.154,0.306,9.58,0.23,9.578,0.23,0.93,0.416,0.171,3.05,05Nov2021-03:10:34
HIP100511,HIP100511,HIP100511,"['rbak.197.fits', 'rbak.198.fits', 'rbak.196.fits']",265.0456623395297,0.0,0,No failure,False,[],0,0,6137.882,125.8,6146.84,125.8,6147.108,113.021,113.6,1.398,0.34,1.317,0.34,1.21,0.024,0.023,-0.135,0.09,-0.126,0.09,-0.136,0.08,0.075,4.211,0.09,4.211,0.09,4.303,0.029,0.028,1.132,0.6,1.132,0.6,1.08,0.055,0.054,9.64,0.23,9.64,0.23,3.832,1.715,1.404,0.82,05Nov2021-03:27:26
HIP100859,HIP100859,HIP100859,"['rbak.193.fits', 'rbak.195.fits', 'rbak.194.fits']",286.21194820774866,0.0,0,No failure,False,[],1,0,6415.132,125.8,6424.09,125.8,6319.589,133.117,130.506,2.782,0.34,2.782,0.34,1.84,0.042,0.043,0.06,0.09,0.034,0.09,-0.005,0.104,0.083,3.801,0.09,3.801,0.09,4.036,0.026,0.031,1.62,0.6,1.62,0.6,1.351,0.043,0.058,9.26,0.23,9.261,0.23,2.529,0.66,0.363,3.51,05Nov2021-03:42:42
HIP101027,HIP101027,HIP101027,"['rays.206.fits', 'rays.207.fits', 'rays.210.fits', 'rays.211.fits', 'rays.212.fits', 'rays.208.fits']",424.0082903357404,0.0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],1,0,6575.348,125.8,6584.307,125.8,6615.383,118.006,112.128,2.109,0.34,2.109,0.34,2.613,0.207,0.191,-0.061,0.09,-0.066,0.09,-0.03,0.059,0.06,3.982,0.09,3.982,0.09,3.807,0.051,0.05,1.481,0.6,1.481,0.6,1.638,0.082,0.086,9.33,0.23,9.33,0.23,1.476,0.241,0.174,2.28,05Nov2021-03:58:11
HIP101093,HIP101093,HIP101093,"['rbyu.311.fits', 'rbyu.310.fits', 'rbyu.312.fits']",196.60333935840205,0.0,0,No failure,False,[],1,0,6515.983,125.8,6524.941,125.8,6532.539,119.099,114.273,2.315,0.34,2.315,0.34,2.522,0.258,0.237,0.024,0.09,0.005,0.09,0.021,0.058,0.096,3.915,0.09,3.915,0.09,3.828,0.066,0.064,1.558,0.6,1.558,0.6,1.612,0.098,0.102,9.31,0.23,9.306,0.23,1.56,0.321,0.219,13.35,05Nov2021-04:14:23
HIP101150,HIP101150,HIP101150,['raqz.132.fits'],71.72383730595168,0.0,0,No failure,False,[],0,3,3992.218,71.5,4001.176,71.5,4156.44,43.004,28.031,0.602,0.07,0.602,0.07,0.578,0.021,0.02,-0.28,0.09,-0.246,0.09,-0.161,0.067,0.067,4.698,0.09,4.698,0.09,4.677,0.024,0.022,0.596,0.6,0.596,0.6,0.585,0.017,0.017,9.73,0.23,9.732,0.23,13.177,4.662,6.975,4.86,05Nov2021-04:29:27
HIP101180,HIP101180,HIP101180,"['rbam.202.fits', 'rbam.203.fits', 'rbam.204.fits']",50.65281866125594,0.0,0,No failure,False,[],0,3,3460.117,71.5,3469.076,71.5,3553.659,57.87,49.57,0.38,0.07,0.38,0.07,0.383,0.009,0.008,0.001,0.09,-0.014,0.09,0.075,0.061,0.067,4.862,0.09,4.862,0.09,4.834,0.008,0.008,0.375,0.6,0.375,0.6,0.366,0.01,0.009,9.67,0.23,9.667,0.23,10.062,6.489,6.516,9.55,05Nov2021-04:46:10
HIP101262,HIP101262,HIP101262,"['rbyu.304.fits', 'rbyu.305.fits', 'rbyu.306.fits']",144.17424743360678,0.0,0,No failure,False,[],0,0,4480.575,71.5,4489.534,71.5,4641.439,50.872,49.265,0.719,0.07,0.719,0.07,0.715,0.022,0.021,0.074,0.09,0.045,0.09,0.06,0.084,0.086,4.597,0.09,4.597,0.09,4.597,0.024,0.031,0.726,0.6,0.726,0.6,0.741,0.025,0.027,9.69,0.23,9.692,0.23,6.841,6.721,4.759,4.31,05Nov2021-05:00:46
HIP101382,HIP101382,HIP101382,"['rarj.249.fits', 'rarj.247.fits', 'rarj.248.fits', 'rarj.250.fits', 'rarj.251.fits', 'rarj.246.fits', 'rarj.245.fits']",325.47162444722045,0.0,0,No failure,False,[],0,0,5356.859,125.8,5365.817,125.8,5549.571,98.005,83.194,0.87,0.07,0.87,0.07,1.077,0.02,0.019,-0.361,0.09,-0.312,0.09,-0.255,0.099,0.074,4.485,0.09,4.485,0.09,4.286,0.025,0.022,0.801,0.6,0.801,0.6,0.821,0.036,0.028,9.93,0.23,9.934,0.23,16.042,2.345,2.835,5.16,05Nov2021-05:16:41
HIP101955,HIP101955,HIP101955,"['rbyn.699.fits', 'rbyn.697.fits', 'rbyn.698.fits']",250.1212303720188,0.0,0,No failure,False,['Gaia returned Nan parallax'],0,3,4267.866,71.5,4276.824,71.5,4288.932,87.67,109.57,0.656,0.07,0.656,0.07,0.584,0.037,0.038,-0.183,0.09,-0.166,0.09,-0.214,0.091,0.093,4.673,0.09,4.673,0.09,4.679,0.033,0.034,0.648,0.6,0.648,0.6,0.602,0.034,0.036,9.6,0.23,9.603,0.23,7.409,7.447,5.386,5.44,05Nov2021-05:33:15
HIP102040,HIP102040,HIP102040,"['rcai.098.fits', 'rcai.099.fits', 'rcai.100.fits']",343.984902693781,0.0,0,No failure,False,[],0,0,5767.466,125.8,5776.425,125.8,5863.346,93.015,92.744,1.007,0.34,1.014,0.34,0.971,0.018,0.016,-0.094,0.09,-0.093,0.09,-0.09,0.083,0.087,4.442,0.09,4.442,0.09,4.456,0.024,0.028,0.978,0.6,0.978,0.6,0.987,0.041,0.046,9.51,0.23,9.512,0.23,2.892,2.408,1.739,1.71,05Nov2021-05:49:52
HIP102101,HIP102101,HIP102101,"['rbam.197.fits', 'rbam.199.fits', 'rbam.198.fits']",72.44306509710962,0.0,0,No failure,False,[],0,0,4076.655,71.5,4085.614,71.5,4152.175,40.355,38.114,0.639,0.07,0.639,0.07,0.595,0.02,0.021,-0.072,0.09,-0.075,0.09,-0.087,0.078,0.07,4.672,0.09,4.672,0.09,4.661,0.029,0.022,0.635,0.6,0.635,0.6,0.6,0.016,0.015,9.75,0.23,9.75,0.23,9.584,6.662,6.423,5.16,05Nov2021-06:05:23
HIP102226,HIP102226,HIP102226,"['rcaj.293.fits', 'rcaj.294.fits', 'rcaj.295.fits']",253.89406316907056,0.0,0,No failure,False,[],0,0,4925.441,125.8,4934.4,125.8,5058.249,95.384,91.298,0.757,0.07,0.757,0.07,0.797,0.052,0.046,-0.066,0.09,-0.069,0.09,-0.064,0.089,0.085,4.499,0.09,4.499,0.09,4.52,0.054,0.053,0.771,0.6,0.771,0.6,0.785,0.034,0.032,9.95,0.23,9.95,0.23,11.241,5.599,6.59,2.2,05Nov2021-06:21:06
HIP102253,HIP102253,HIP102253,"['rcad.758.fits', 'rcad.759.fits', 'rcad.760.fits']",347.1379943327653,0.0,0,No failure,False,[],1,0,6671.066,125.8,6680.025,125.8,6803.527,89.607,122.445,1.766,0.34,1.556,0.34,1.754,0.03,0.033,-0.189,0.09,-0.171,0.09,-0.157,0.105,0.078,4.084,0.09,4.084,0.09,4.087,0.021,0.02,1.36,0.6,1.36,0.6,1.377,0.039,0.037,9.38,0.23,9.383,0.23,1.877,0.228,0.24,4.57,05Nov2021-06:35:49
HIP102422,HIP102422,HIP102422,"['rbqy.705.fits', 'rbqy.706.fits', 'rbqy.707.fits', 'rbqy.704.fits']",,1.0,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-06:35:59
HIP102488,HIP102488,HIP102488,"['rboj.101.fits', 'rboj.103.fits', 'rboj.104.fits', 'rboj.102.fits', 'rboj.105.fits']",,1.0,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,[],0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-06:36:09
HIP102531,HIP102531,HIP102531,"['rbal.200.fits', 'rbal.201.fits', 'rbal.199.fits']",237.4946134257575,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,0,4838.141,125.8,4847.099,125.8,5037.424,74.368,75.203,5.267,0.34,5.267,0.34,12.061,0.213,0.176,0.173,0.09,0.127,0.09,0.19,0.092,0.077,3.105,0.09,3.105,0.09,2.755,0.012,0.008,1.31,0.6,1.31,0.6,3.059,0.077,0.071,9.67,0.23,9.673,0.23,0.336,0.017,0.146,4.98,05Nov2021-06:50:09
HIP102532,HIP102532,HIP102532,"['rbqy.723.fits', 'rbqy.724.fits', 'rbqy.725.fits', 'rbqy.721.fits', 'rbqy.722.fits']",242.83823464010976,0.0,0,No failure,True,['Failed to find 2MASS name in Simbad; cannot run isochrone analysis.'],0,0,4836.582,125.8,4845.541,125.8,5025.809,83.787,69.362,5.285,0.34,5.285,0.34,12.049,0.213,0.298,0.172,0.09,0.126,0.09,0.19,0.088,0.078,3.101,0.09,3.101,0.09,2.756,0.017,0.009,1.31,0.6,1.31,0.6,3.036,0.08,0.06,9.67,0.23,9.673,0.23,0.34,0.017,0.128,5.48,05Nov2021-07:04:01
HIP10279,HIP10279,HIP10279,['rast.229.fits'],67.37234565446252,0.0,0,No failure,False,[],0,3,3513.189,71.5,3522.148,71.5,3761.65,26.844,33.293,0.413,0.07,0.413,0.07,0.429,0.01,0.009,-0.347,0.09,-0.301,0.09,-0.135,0.07,0.054,4.837,0.09,4.837,0.09,4.798,0.008,0.009,0.42,0.6,0.42,0.6,0.423,0.01,0.01,9.84,0.23,9.841,0.23,12.45,5.117,6.862,8.77,05Nov2021-07:19:20
HIP102805,HIP102805,HIP102805,"['rbak.203.fits', 'rbak.204.fits', 'rbak.202.fits']",290.22937790112667,0.0,0,No failure,False,[],0,0,6149.838,125.8,6158.797,125.8,6205.297,96.902,97.419,1.656,0.34,1.49,0.34,1.427,0.024,0.024,-0.357,0.09,-0.309,0.09,-0.316,0.079,0.085,4.049,0.09,4.049,0.09,4.162,0.028,0.03,1.092,0.6,1.092,0.6,1.079,0.063,0.056,9.72,0.23,9.718,0.23,5.134,1.339,1.378,0.72,05Nov2021-07:34:16
HIP102843,HIP102843,HIP102843,"['rbak.211.fits', 'rbak.209.fits', 'rbak.210.fits']",209.87519193893843,0.0,0,No failure,False,[],1,0,6542.784,125.8,6551.743,125.8,6519.1,120.633,112.678,2.357,0.34,2.357,0.34,2.179,0.058,0.058,-0.001,0.09,-0.016,0.09,-0.034,0.104,0.065,3.909,0.09,3.909,0.09,3.929,0.028,0.027,1.555,0.6,1.555,0.6,1.486,0.053,0.056,9.3,0.23,9.296,0.23,1.889,0.327,0.233,2.01,05Nov2021-07:49:52
HIP102870,HIP102870,HIP102870,"['rbun.111.fits', 'rbun.112.fits', 'rbun.113.fits']",80.56926898323074,0.0,0,No failure,False,[],0,0,4133.019,71.5,4141.977,71.5,4249.975,56.601,53.813,0.656,0.07,0.656,0.07,0.62,0.02,0.02,-0.032,0.09,-0.042,0.09,-0.053,0.082,0.075,4.661,0.09,4.661,0.09,4.652,0.021,0.023,0.66,0.6,0.66,0.6,0.634,0.022,0.021,9.75,0.23,9.754,0.23,8.439,6.94,5.77,8.76,05Nov2021-08:03:36
HIP103039,HIP103039,HIP103039,"['rbxj.305.fits', 'rbxj.306.fits', 'rbxj.304.fits']",35.64420997286717,0.0,0,No failure,False,[],0,3,3303.817,71.5,3312.776,71.5,3304.403,66.18,52.315,0.349,0.07,0.349,0.07,0.266,0.006,0.006,0.096,0.09,0.064,0.09,0.141,0.037,0.077,4.878,0.09,4.878,0.09,4.954,0.008,0.008,0.327,0.6,0.327,0.6,0.233,0.007,0.007,9.81,0.23,9.81,0.23,9.694,6.778,6.525,24.0,05Nov2021-08:20:39
HIP103096,HIP103096,HIP103096,"['rcae.098.fits', 'rcae.099.fits', 'rcae.100.fits']",217.8471995315753,0.0,0,No failure,False,[],0,3,3665.539,71.5,3674.498,71.5,3784.62,45.907,42.979,0.554,0.07,0.554,0.07,0.529,0.013,0.012,0.107,0.09,0.072,0.09,0.151,0.077,0.07,4.725,0.09,4.725,0.09,4.707,0.011,0.011,0.557,0.6,0.557,0.6,0.521,0.012,0.012,9.79,0.23,9.787,0.23,11.956,5.454,6.962,3.88,05Nov2021-08:37:16
HIP103256,HIP103256,HIP103256,['raqz.140.fits'],107.9933695700516,0.0,0,No failure,False,[],0,0,4539.785,125.8,4548.743,125.8,4665.143,83.282,76.597,0.737,0.07,0.737,0.07,0.717,0.024,0.023,0.038,0.09,0.016,0.09,0.015,0.083,0.083,4.589,0.09,4.589,0.09,4.588,0.028,0.03,0.739,0.6,0.739,0.6,0.732,0.029,0.027,9.8,0.23,9.804,0.23,9.006,6.546,5.9,5.36,05Nov2021-08:52:23
HIP103388,HIP103388,HIP103388,['raqu.244.fits'],25.21310055215592,0.0,0,No failure,False,[],0,3,3495.346,71.5,3504.304,71.5,3648.912,43.951,39.54,0.42,0.07,0.42,0.07,0.461,0.011,0.01,0.055,0.09,0.03,0.09,0.152,0.067,0.063,4.82,0.09,4.82,0.09,4.763,0.009,0.009,0.419,0.6,0.419,0.6,0.452,0.011,0.011,9.67,0.23,9.674,0.23,12.097,5.362,6.915,12.65,05Nov2021-09:07:13
HIP103441,HIP103441,HIP103441,"['rbal.193.fits', 'rbal.194.fits', 'rbal.195.fits']",25.463637212078705,0.0,0,No failure,False,[],0,3,3460.307,71.5,3469.265,71.5,3567.861,47.686,41.62,0.398,0.07,0.398,0.07,0.325,0.007,0.007,-0.209,0.09,-0.188,0.09,-0.071,0.071,0.065,4.834,0.09,4.834,0.09,4.893,0.008,0.008,0.39,0.6,0.39,0.6,0.302,0.008,0.008,9.79,0.23,9.794,0.23,10.243,6.425,6.678,56.11,05Nov2021-09:23:35
HIP103650,HIP103650,HIP103650,"['rbun.104.fits', 'rbun.105.fits', 'rbun.106.fits']",113.19035955026024,0.0,0,No failure,False,[],0,0,4420.506,71.5,4429.464,71.5,4515.596,53.385,52.986,0.711,0.07,0.711,0.07,0.684,0.021,0.02,0.037,0.09,0.015,0.09,0.013,0.083,0.084,4.628,0.09,4.628,0.09,4.613,0.023,0.027,0.715,0.6,0.715,0.6,0.703,0.024,0.024,9.61,0.23,9.612,0.23,7.743,6.892,5.305,5.67,05Nov2021-09:37:41
HIP103800,HIP103800,HIP103800,"['rbax.221.fits', 'rbax.223.fits', 'rbax.222.fits']",32.44862201509813,0.0,0,No failure,False,[],0,3,3507.424,71.5,3516.383,71.5,3640.078,44.057,40.725,0.432,0.07,0.432,0.07,0.453,0.01,0.009,0.072,0.09,0.044,0.09,0.146,0.067,0.072,4.807,0.09,4.807,0.09,4.77,0.009,0.009,0.431,0.6,0.431,0.6,0.444,0.011,0.01,9.68,0.23,9.681,0.23,11.794,5.54,6.868,11.14,05Nov2021-09:52:47
HIP96285,HIP96285,HIP96285,"['rbmm.236.fits', 'rbmm.237.fits', 'rbmm.235.fits']",121.83871555224913,0,0,No failure,False,[],0,0,3983.923,71.5,3992.881,71.5,4075.162,40.68,50.31,0.595,0.07,0.595,0.07,0.548,0.016,0.02,-0.276,0.09,-0.242,0.09,-0.216,0.078,0.097,4.7,0.09,4.7,0.09,4.697,0.021,0.014,0.596,0.6,0.596,0.6,0.552,0.013,0.013,9.72,0.23,9.724,0.23,12.217,5.314,7.076,4.27,04Nov2021-22:05:02
HIP96395,HIP96395,HIP96395,"['rbmm.217.fits', 'rbmm.218.fits', 'rbmm.219.fits']",205.90389165252864,0,0,No failure,False,[],0,0,5761.752,125.8,5770.71,125.8,5903.779,84.546,87.454,1.084,0.34,1.078,0.34,0.968,0.019,0.018,-0.108,0.09,-0.104,0.09,-0.115,0.082,0.083,4.385,0.09,4.385,0.09,4.461,0.023,0.027,0.985,0.6,0.985,0.6,0.992,0.036,0.043,9.59,0.23,9.587,0.23,2.478,2.151,1.528,3.64,04Nov2021-22:21:25
