source_id,r_est,result_flag
18262823713408000,39.5744236205883,1
21859669845327488,26.4883297381156,1
25792554218535296,38.7253823023006,1
34959010860594176,26.8430064933236,1
43335537119008896,17.2306938693418,1
43335880716390784,17.2002514093651,1
53112944270520832,16.8866518172543,1
70051608089857536,14.3929785067454,1
76868614540049408,4.47099651056288,1
84675937371332608,18.661687775513,1
87921523897823872,14.0470040398336,1
96331172942614528,7.60346429155911,1
104716907609412352,40.0655772755945,1
108421608959951488,32.624090434257,1
114207651462714880,7.67954897600829,1
114832620743735808,23.0203801837585,1
116037204451525376,22.52427704985,1
145391484855481344,49.98891642639,1
145484629809228544,45.1139043428674,1
145674574739951872,46.5024347291779,1
151650076838458112,17.5028660365817,1
164262059326729088,27.5858034034024,1
170639948323693952,13.9194441920047,1
177425034575534464,24.5106083856451,1
187247281185703296,26.5427951495882,1
188206261484037504,48.2452563496978,1
198776553956317312,49.6351025848323,1
225668198891010560,21.3021119566801,1
225709641034907264,21.1689751420185,1
241279069280395904,45.6430929086227,1
241393040535105280,26.5699344205681,1
241996500618616960,37.0127205368627,1
256487136159035136,16.612138741069,1
265722999473092608,26.6994122809649,1
269067920001221888,13.4804854387528,1
277676649371573504,54.7333690317503,1
288781167053300480,23.3782383276563,1
294517800251711616,23.9718469136545,1
302447890428345088,27.0667134417596,1
304991163902854784,24.7492512847837,1
326109689896474752,33.9316730289093,1
326173044957518080,11.0046012911357,1
339057779344285824,47.858994152085,1
348020448377061376,13.4053825577313,1
350664155368182656,21.0873552449036,1
364785939116189824,41.2814906032102,1
369092520004831232,17.9260274732494,1
373349657227961472,24.1732458187694,1
378607281313491328,42.0257939260485,1
383275940831929728,37.2514985810184,1
386655019234959872,11.4961471390435,1
397372371388455424,28.5950368229188,1
411601907281189504,40.2085581009366,1
413391568618906880,21.7395240879083,1
422886126401496064,28.0451742066534,1
423075173680043904,20.9076131527248,1
427322415301550208,18.790639514962,1
433103132036857856,33.7196260757303,1
434690036554889856,17.5086721918866,1
436648129326142336,10.5057737414061,1
438829629113960704,11.1454772506801,1
443016706832479488,23.9428342734783,1
461701979229013376,13.5513458089472,1
466294295706341760,23.5700186719602,1
466417441010173568,26.694829861095,1
478737331356716800,28.1231451927908,1
493650660400463488,17.9009854683349,1
494177257749671936,25.830592694162,1
517650349234855424,45.4969616271561,1
522185735919412480,37.9771709748878,1
522863309964987520,9.85279805472418,1
523433578540463488,15.0611262804931,1
530158019855216896,16.1620514465118,1
532462149551387776,28.3426216961695,1
532855499837123584,25.0479835118248,1
532870034006715264,26.4246755620786,1
533621859441169920,8.23365608383372,1
534797787124347776,26.9097237926131,1
546439965991980288,44.6555755718981,1
547825694242685184,50.0460172047073,1
551765484922976000,47.4417422513566,1
553480551264062848,20.9531396891814,1
560130775546153344,16.9921890260996,1
561110680923136896,38.7665273852355,1
567659818855055488,13.9301989826281,1
594989348593414016,26.2606789311509,1
596878550087942528,23.0003332764719,1
670853314448533888,23.4908391638652,1
684865658135318144,21.0186453704943,1
724786936769969664,46.4763664000379,1
725398123501434496,22.3177194851148,1
738259665062173440,31.9620749629939,1
746545172372256384,14.9201578426893,1
756291174721509376,33.5092939328248,1
773861404893710208,23.3536835796244,1
776067089642433664,13.695952764621,1
792588939772065536,33.9572105084924,1
798068905726303232,11.1999273955169,1
805878358863149952,36.4420844946247,1
805881210721445504,31.4723648001062,1
806628225792165888,28.7865238545838,1
810952158347151360,35.982970420396,1
829776725129940480,36.7124704854761,1
832417236660307072,26.9200975690717,1
853819947756949120,12.9094007883523,1
856096765752993280,29.6238975518557,1
862759874936898816,33.7306715351902,1
863776987616459392,22.9916225011057,1
865962683591073408,30.8764857309665,1
866177431953646464,17.3170723563114,1
870758684590736896,27.58825148811,1
873035017256115072,40.1630809462029,1
873246776325007232,53.7110870743807,1
875071278432954240,22.4034886575363,1
878467085734742400,37.0018034310923,1
882872210352301568,25.1774206234691,1
883439489632629120,11.510750539139,1
892160231748668800,18.1783951617141,1
892215482207937152,18.1502259285624,1
913325109028988288,24.9547055785856,1
922225002820369152,8.84027774222933,1
950395658954590080,25.1276821898859,1
954713853434626176,18.6510604508751,1
974158613492226816,37.0044914395808,1
974536192658255104,16.9451746442267,1
976893923544104576,20.3843682513947,1
984918228123275776,30.1030792371653,1
985610542491481984,12.7853752499352,1
1003351437484254464,16.90434495689,1
1004671160675133312,40.0867122659564,1
1014058103756663936,14.1533083941204,1
1016370651588789632,27.1178754602774,1
1018776176871826048,13.8976117338622,1
1019361632454363904,29.2641368168626,1
1022456104850892928,6.33255840277106,1
1022456139210632064,6.33277704046921,1
1022858010710856576,35.7553470565168,1
1035135776021753088,32.207731331097,1
1043382731705599360,37.8804938692345,1
1064092789128664960,23.5467324753758,1
1068982214258617216,20.5956447826465,1
1092518738120160256,46.1738427628109,1
1103079616027292416,16.3554237187919,1
1107458592882148096,26.1836700073555,1
1114998150271095040,41.5667858569227,1
1124490092418453376,20.9360259903285,1
1141280704422528128,18.1957836928285,1
1143321672882274560,9.45867594450153,1
1146337324038514176,22.716891418543,1
1147856436791843456,43.3529159353542,1
1147862174868109184,21.1284406629998,1
1155276250492687616,14.5934971534498,1
1175938925836488448,12.967264113721,1
1176209886733406592,16.3292235058334,1
1187851653287128576,9.92949933071021,1
1193030490492925824,11.1748579170596,1
1195823284390905728,46.6242986142345,1
1209182041427374080,19.7355933448275,1
1219254942328596736,22.0427118678782,1
1223128521793513984,40.9238659019834,1
1226844321337777536,26.209363956967,1
1230894097540611968,24.455172010104,1
1231250992143084800,26.5715857634383,1
1234693112077610880,17.7463115022177,1
1236929488664453376,11.3721005324308,1
1237090738916392704,6.73184470053679,1
1241547437501423872,27.3113373713076,1
1244571953471006720,15.6521087250615,1
1244644727396803584,12.9072161660363,1
1250801855073489280,23.7845006679176,1
1254694882149817728,16.3313882922535,1
1254695603704323712,16.3379559673574,1
1264630412816366720,19.3441967762372,1
1272123859439770368,27.9956359401776,1
1278391075716738560,37.3159058184759,1
1284257623084916480,15.6517445303067,1
1284721994948665216,14.5159454717451,1
1287752248996223488,20.0284605570823,1
1310284059747409920,50.0305038849038,1
1312589288953960320,26.8007887491779,1
1313234942798111488,29.6461532518349,1
1316569452328166912,221.694198163742,1
1316590033811497088,26.6298005411011,1
1323427759184545536,17.4671302741739,1
1328866562170960512,22.6431786322353,1
1333760419707327744,14.5385560739439,1
1335880415564253312,24.2068327197888,1
1349047857580994560,9.52256222391616,1
1350714133093019904,13.9851692962119,1
1352483797057853440,22.3343886875537,1
1352588216301488000,33.4461905497145,1
1354166805762941184,23.819489365056,1
1355264565043431040,7.42817617779654,1
1362295082910131200,21.6675867429419,1
1372702716380418688,30.0651338116432,1
1378163509598334592,34.3912974096914,1
1380421150568828800,27.0156508466889,1
1380821338441693312,15.7790360494845,1
1384195086792268800,15.8250444900633,1
1389522392427772288,22.4543923027357,1
1401050531326241408,35.6411296085253,1
1403076622018595072,48.7534182405468,1
1419999819661235840,21.230221270412,1
1420000579871414528,21.2394117591119,1
1420101696287738368,27.153494103059,1
1420972548150735744,29.9505213342305,1
1420972823028539008,30.1959757253521,1
1421593566061407872,33.4578876871701,1
1428427236986209024,6.47249392686884,1
1429437378934511616,20.2514467133405,1
1430517198137007872,25.434168062706,1
1437124683199761920,24.9543591102674,1
1439069444391326208,14.3155061172319,1
1439121018358632832,13.9520863079858,1
1440964624481230464,27.2796188669953,1
1451450048399313664,13.5221323029163,1
1460229369573307264,9.18089117343231,1
1472903753640492160,16.6374292075031,1
1473166433840438016,13.3982000458133,1
1487434040318624256,26.7187738418184,1
1505214930047542784,19.4333417604196,1
1505311442256006912,30.3143581740422,1
1510834911934401152,14.2430158878876,1
1511727333122255744,29.129128430915,1
1511793067598402944,49.1856913110729,1
1517698613271363840,32.878990155956,1
1521686782461765888,17.5562680902781,1
1534011998570864256,8.60948204345303,1
1536232908980349952,22.0424800333385,1
1537396673318780544,35.4248761814178,1
1537992501630401920,15.9426429605546,1
1552921051659352960,9.09087766160407,1
1555608537246019968,21.5852224231421,1
1558718059209082752,25.4684691224053,1
1562668432687758976,23.8790949186799,1
1565090003969283968,24.6944517698828,1
1565867461768654208,21.6447617142379,1
1565976794456209792,24.1007241142215,1
1568219729458240128,14.993965691243,1
1569335115284976000,22.3482471270021,1
1573086442800134272,15.2353554837771,1
1575287046603149056,24.8371366731263,1
1575920330941197184,26.6837960481043,1
1576683529448755328,24.3397261831521,1
1576850723937017216,25.505005588156,1
1579858609793019264,26.1675796359363,1
1586968533015434624,11.7090099414945,1
1597350774639252352,33.3797015872884,1
1603267143629157120,19.5386258078094,1
1604859511344338816,14.3857456030466,1
1605198298364601088,13.2383108114179,1
1614731957530945280,31.6492503682228,1
1625209684868172544,27.2542814387456,1
1631010158460327168,43.8898970868389,1
1635375460141804800,15.0788044511629,1
1637110042813188608,12.7886652309794,1
1637645127018395776,4.54938940909968,1
1637717179389828224,23.2373419766267,1
1642641410934267008,10.764331305823,1
1642642957122493824,10.761182655469,1
1648568843759668480,24.2286338468699,1
1651145102583323136,24.1582345042396,1
1651235193817400448,19.0534194237591,1
1651268660202647296,21.4125905414864,1
1661568850770761600,10.0748109272837,1
1665517334465010432,20.8958301308956,1
1667027548045598208,31.6825892401985,1
1677302170674242560,29.3632690387354,1
1693272581363394304,33.5326547644771,1
1703559779655983616,25.6884893125512,1
1704062466923822336,29.4998904023641,1
1706907487620624000,14.6382656113253,1
1709205638721316352,41.3204279214748,1
1720995598827435648,21.7928070035682,1
1720995598827436928,21.8184695287867,1
1727877167227120128,48.7997096624575,1
1728599752525089408,25.2912839728477,1
1736838805468812160,15.038825840742,1
1744662586614707072,34.7272181041813,1
1758463038092175232,24.0723096417383,1
1760960887992601984,30.3492570070083,1
1763000413341086464,35.0487559621426,1
1763000482062205056,35.1688473651084,1
1772187382746856320,18.1185699541614,1
1773172957482270464,29.2523254438258,1
1776317182780536064,11.7209574327371,1
1781003885454165888,23.2857596973351,1
1784473016438653056,6.77316270708316,1
1786774019397408768,39.2928239404066,1
1787127787263968640,47.2682760068592,1
1797276382668029440,24.2286613003353,1
1800808220175220480,13.1141812425983,1
1805044913356835328,25.965059270796,1
1807953155988203264,19.2841759358504,1
1808282768947879808,47.9133428968807,1
1809360187271699584,20.4580924953713,1
1809456806859123584,24.8106797599692,1
1814241194252808704,20.8860178098819,1
1817769836303393280,24.7752876346957,1
1833199729671740800,15.6104493551011,1
1834788970646666112,22.1382018672881,1
1838855376946302720,14.4216843378486,1
1856712201709083136,20.3981093667994,1
1863898674120773760,26.9144536015553,1
1869302503184405760,23.1666444311252,1
1872046574983507456,3.49681107524306,1
1875076004382831616,20.9094627409779,1
1876510592179102464,35.2091464640473,1
1889703525209960960,15.0498410493197,1
1891598193815850624,11.7938823393261,1
1896396703077703936,27.1066593431875,1
1898230241798771584,20.3867844243288,1
1901773448080491392,15.1769301249163,1
1906647037667895424,22.4903794358244,1
1908305169922494208,23.8237004872461,1
1909581805999126784,24.8949876098057,1
1926461164913660160,3.15472593229999,1
1927184643563033856,17.1208164541806,1
1931708859034495488,29.3012368550797,1
1934263333784036736,5.04947997683829,1
1935133906475484544,23.541834842495,1
1937003729076823040,21.4068335558497,1
1937923436193950080,20.3686579018121,1
1939093660163197312,22.8260425086149,1
